DATE,VALUE in MO,VALUE in TX,VALUE in WA,VALUE in HI,VALUE in IA,VALUE in AK,VALUE in ID,VALUE in AL,VALUE in VT,VALUE in TN,VALUE in NH,VALUE in NV,VALUE in CA,VALUE in UT,VALUE in NE,VALUE in OK,VALUE in NC,VALUE in MI,VALUE in SC,VALUE in KY,VALUE in MA,VALUE in CO,VALUE in NM,VALUE in FL,VALUE in GA,VALUE in IN,VALUE in WI,VALUE in AZ,VALUE in ME,VALUE in OR,VALUE in VA,VALUE in NJ,VALUE in WV,VALUE in MT,VALUE in ND,VALUE in DE,VALUE in CT,VALUE in OH,VALUE in SD,VALUE in KS,VALUE in MN,VALUE in PA,VALUE in RI,VALUE in MD,VALUE in WY,VALUE in AR,VALUE in LA,VALUE in DC,VALUE in MS,VALUE in IL,VALUE in NY
2014-04-01,2734.8,11481.5,3043.7,627.8,1545.1,338.6,653.6,1917.3,308.1,2809.6,645.3,1207.5,15497.9,1319.0,992.0,1649.5,4122.6,4161.4,1943.6,1852.7,3419.9,2447.5,815.9,7772.0,4117.5,2971.7,2841.3,2560.6,603.6,1712.1,3782.8,3965.6,770.2,452.9,456.8,436.0,1660.0,5323.7,422.8,1388.3,2807.4,5777.1,477.3,2613.4,292.6,1183.5,1974.9,750.4,1118.3,5862.9,9062.0
2014-05-01,2735.1,11517.0,3046.4,626.4,1545.7,338.3,652.3,1918.4,309.1,2813.2,644.0,1212.4,15530.8,1321.7,991.5,1651.1,4132.0,4170.4,1947.0,1853.3,3425.2,2454.8,818.7,7792.6,4128.1,2979.2,2845.1,2557.3,604.4,1715.4,3788.4,3970.1,779.0,452.1,458.7,437.7,1660.3,5337.7,422.6,1390.0,2810.9,5785.3,478.6,2618.2,293.6,1185.2,1981.4,751.8,1118.5,5872.8,9081.8
2014-06-01,2734.9,11542.9,3054.4,625.8,1547.7,337.2,654.1,1921.4,310.2,2814.0,647.3,1214.0,15558.0,1323.8,991.4,1654.4,4136.2,4191.4,1949.5,1853.4,3427.8,2461.7,816.8,7807.8,4136.0,2986.0,2852.3,2569.9,606.9,1719.7,3786.5,3967.8,760.6,453.7,461.4,438.1,1660.9,5342.2,423.7,1390.3,2817.4,5788.2,478.8,2620.5,294.2,1186.2,1983.3,752.0,1118.9,5879.8,9096.8
2014-07-01,2739.4,11569.8,3071.0,626.8,1546.7,337.7,654.5,1922.8,310.3,2822.6,647.8,1215.8,15566.0,1325.8,992.4,1658.8,4143.2,4190.0,1950.6,1864.1,3437.1,2467.6,819.8,7832.1,4153.3,2975.5,2855.3,2572.1,605.8,1722.5,3783.0,3972.0,763.0,453.8,464.5,438.6,1662.0,5337.3,424.1,1393.1,2821.9,5788.2,479.6,2615.3,293.5,1186.6,1987.8,751.4,1121.2,5878.9,9108.0
2014-08-01,2743.7,11600.4,3078.0,627.4,1550.5,337.1,655.1,1926.2,311.1,2830.0,641.4,1222.5,15636.4,1331.8,993.2,1660.7,4148.8,4189.5,1954.0,1864.1,3431.6,2477.6,821.6,7854.5,4165.2,2987.8,2864.5,2573.3,606.2,1725.2,3786.3,3973.2,765.5,453.9,464.7,438.8,1663.5,5354.8,424.5,1394.3,2824.9,5798.4,480.0,2623.8,293.5,1188.0,1991.2,751.7,1120.5,5890.8,9122.8
2014-09-01,2743.3,11636.1,3086.9,629.8,1552.1,336.5,654.5,1930.0,309.8,2835.3,648.6,1226.2,15676.2,1335.9,994.1,1662.2,4155.0,4187.6,1959.8,1865.3,3450.3,2483.4,821.3,7879.2,4173.5,2981.7,2861.3,2578.3,606.1,1731.1,3790.8,3973.9,769.6,453.9,465.4,440.0,1663.8,5359.8,424.8,1394.2,2822.1,5800.9,480.7,2628.4,293.8,1190.9,1994.7,759.9,1121.3,5891.1,9132.2
2014-10-01,2752.6,11684.6,3086.3,629.4,1551.4,338.8,657.2,1932.2,309.4,2840.4,649.0,1232.4,15720.8,1341.3,994.7,1667.0,4170.0,4195.7,1967.7,1867.6,3459.1,2491.0,823.8,7908.1,4181.9,2991.7,2862.6,2590.0,605.7,1735.7,3791.2,3980.3,772.3,453.7,467.6,440.4,1666.0,5375.0,425.2,1396.3,2823.5,5808.2,480.3,2633.2,294.8,1192.8,1998.1,758.9,1125.6,5909.2,9146.6
2014-11-01,2756.6,11722.5,3096.7,632.1,1553.6,338.1,659.5,1933.9,310.9,2849.3,649.4,1235.9,15769.8,1345.4,995.0,1669.3,4181.8,4207.3,1975.5,1870.2,3470.4,2497.1,825.6,7933.3,4196.1,3003.9,2872.1,2594.9,606.1,1742.7,3796.7,3984.9,773.0,453.5,467.9,444.1,1668.0,5383.7,424.9,1397.0,2830.6,5815.7,481.4,2638.3,293.5,1195.6,2000.0,759.9,1126.8,5915.1,9164.3
2014-12-01,2760.1,11755.4,3109.3,629.1,1554.8,339.1,660.6,1937.2,310.3,2855.0,650.9,1238.5,15791.1,1349.2,998.8,1673.7,4190.8,4217.9,1979.5,1874.1,3474.3,2506.4,825.6,7953.6,4211.4,3010.5,2871.0,2599.6,607.9,1748.1,3798.1,3991.3,771.7,455.1,467.9,444.6,1668.4,5394.9,426.2,1399.1,2833.3,5823.7,482.8,2640.3,294.5,1199.9,2001.2,760.8,1129.0,5922.8,9171.8
2015-01-01,2774.7,11775.1,3115.2,632.4,1558.3,340.4,664.3,1936.2,312.3,2858.3,652.6,1241.6,15827.7,1357.6,999.3,1675.5,4193.9,4220.1,1981.9,1877.2,3464.0,2514.7,825.0,7979.8,4210.9,3016.5,2876.9,2605.7,608.7,1754.0,3815.4,3987.9,772.0,459.0,466.3,444.9,1671.1,5394.7,426.4,1396.3,2837.5,5817.5,483.8,2640.4,294.8,1198.9,1998.2,764.6,1127.2,5918.1,9186.2
2015-02-01,2779.8,11793.5,3123.4,633.4,1558.6,339.9,665.0,1938.4,311.2,2861.5,651.3,1246.5,15858.4,1362.3,1000.9,1675.7,4208.5,4222.1,1988.4,1876.5,3462.8,2521.8,826.2,7998.5,4226.1,3021.8,2880.8,2611.1,607.5,1762.0,3817.8,3988.7,769.7,459.8,463.8,445.3,1669.6,5399.0,426.7,1401.3,2842.3,5822.9,480.8,2644.7,294.2,1201.1,1997.2,764.3,1128.8,5928.1,9193.3
2015-03-01,2774.6,11774.0,3132.0,634.4,1560.1,340.0,667.8,1936.1,311.7,2859.0,653.8,1247.7,15900.1,1366.0,1002.1,1670.1,4204.4,4223.5,1987.2,1871.4,3476.0,2523.3,826.0,8014.5,4229.1,3019.6,2883.2,2612.4,608.6,1764.7,3813.2,3991.3,766.2,461.3,461.0,446.2,1670.6,5399.1,427.9,1398.8,2845.5,5810.7,482.1,2641.2,293.6,1197.9,1991.3,764.6,1125.9,5929.1,9202.1
2015-04-01,2779.1,11780.3,3136.8,633.9,1560.8,340.2,669.0,1939.5,311.2,2869.2,654.8,1250.2,15931.3,1367.1,1002.1,1665.7,4215.9,4226.2,1987.3,1870.0,3477.5,2526.1,825.9,8029.4,4230.5,3023.8,2881.6,2615.8,609.8,1766.6,3823.7,4002.5,766.1,460.7,457.5,443.4,1669.7,5405.9,428.0,1396.1,2851.6,5822.7,484.0,2648.9,292.5,1199.9,1990.8,765.6,1129.1,5944.6,9209.8
2015-05-01,2785.3,11801.9,3145.3,634.6,1559.9,341.4,670.6,1945.9,312.0,2877.9,656.6,1253.4,15966.8,1371.5,1002.9,1666.9,4229.6,4238.5,1996.4,1881.4,3492.5,2531.3,826.2,8058.3,4245.9,3028.6,2883.6,2616.7,610.2,1770.6,3834.5,4018.1,766.4,460.9,454.9,447.3,1674.2,5415.9,428.2,1398.7,2858.3,5831.8,485.6,2658.8,290.8,1204.1,1993.8,767.0,1132.4,5958.4,9242.2
2015-06-01,2787.4,11816.2,3155.2,636.2,1559.9,339.1,672.2,1946.4,312.0,2885.8,656.8,1254.4,15998.6,1375.5,1004.6,1667.0,4240.1,4238.9,1998.8,1882.9,3496.2,2537.2,824.2,8080.0,4264.4,3030.4,2884.6,2624.8,611.1,1776.7,3838.3,4021.6,763.9,461.2,453.2,448.1,1675.5,5415.4,428.0,1400.5,2859.5,5830.7,484.8,2655.9,289.4,1206.0,1993.0,766.9,1131.6,5962.3,9260.6
2015-07-01,2795.1,11848.5,3155.5,636.7,1561.0,339.3,673.7,1948.9,312.5,2897.5,658.7,1258.2,16114.4,1382.6,1006.5,1667.7,4246.5,4240.6,2007.2,1884.6,3506.5,2541.8,822.9,8109.1,4270.2,3043.0,2887.7,2636.0,612.2,1778.9,3857.1,4025.9,761.9,460.8,452.7,450.3,1672.8,5427.5,427.4,1400.2,2860.9,5833.1,485.9,2661.3,290.0,1209.4,1991.5,766.9,1134.9,5970.7,9283.8
2015-08-01,2794.8,11862.8,3163.0,640.6,1559.4,338.1,673.5,1952.5,311.7,2901.9,658.5,1264.1,16156.3,1383.6,1007.9,1666.8,4252.4,4248.8,2010.3,1885.3,3508.3,2546.2,826.4,8132.6,4283.2,3043.2,2889.6,2644.8,611.3,1783.8,3860.7,4028.6,760.0,461.0,450.0,449.1,1672.2,5425.1,427.7,1401.2,2862.7,5843.7,485.0,2665.5,289.2,1212.7,1989.6,765.7,1135.5,5968.6,9283.4
2015-09-01,2794.7,11878.0,3168.1,637.3,1558.2,338.5,675.3,1951.1,311.5,2908.8,657.4,1265.3,16169.9,1388.0,1007.8,1665.5,4254.7,4246.9,2015.3,1890.6,3500.9,2552.2,825.5,8151.7,4284.7,3041.0,2887.2,2649.8,610.3,1785.5,3864.2,4031.6,760.3,461.4,447.8,449.6,1672.2,5424.5,428.2,1401.7,2859.2,5843.7,484.9,2664.4,289.1,1214.2,1986.4,767.1,1136.0,5972.9,9278.1
2015-10-01,2787.6,11893.8,3173.4,640.2,1565.9,339.3,680.6,1951.4,313.6,2917.9,659.7,1271.0,16197.3,1390.7,1012.4,1668.3,4259.7,4266.3,2021.0,1895.9,3505.3,2562.7,826.2,8181.4,4313.2,3047.5,2906.6,2664.7,609.7,1795.1,3881.4,4051.4,761.2,460.8,449.3,452.7,1673.2,5446.1,428.5,1402.0,2861.0,5862.0,485.8,2677.5,289.0,1219.6,1982.2,768.0,1140.9,5993.1,9281.9
2015-11-01,2785.1,11915.5,3188.1,640.5,1570.1,338.1,683.9,1957.5,314.6,2927.4,660.2,1267.6,16226.4,1393.8,1013.8,1667.0,4271.4,4275.5,2025.5,1901.9,3512.5,2564.9,828.2,8201.1,4324.2,3050.0,2903.1,2677.7,609.6,1802.4,3896.2,4060.4,761.0,461.0,447.6,454.4,1678.5,5456.6,429.8,1398.7,2867.8,5856.4,487.2,2680.0,288.0,1220.2,1981.7,768.4,1142.1,5982.5,9293.8
2015-12-01,2783.3,11931.1,3195.3,642.0,1573.9,339.2,687.4,1957.5,313.5,2941.2,661.1,1267.7,16274.1,1398.1,1013.9,1663.1,4275.0,4288.6,2035.2,1908.4,3515.4,2578.6,828.0,8211.5,4330.1,3059.7,2904.1,2681.6,610.9,1803.7,3902.1,4072.8,761.5,461.1,444.7,456.0,1680.0,5475.4,431.2,1401.7,2875.7,5868.1,488.5,2683.3,286.6,1227.0,1980.0,768.1,1144.7,5974.2,9298.4
2016-01-01,2789.1,11962.3,3209.3,644.3,1580.6,339.2,689.2,1955.1,316.3,2952.4,660.9,1273.5,16270.1,1399.3,1016.3,1667.6,4296.1,4307.4,2028.7,1904.9,3516.6,2582.3,826.5,8235.8,4330.2,3065.4,2911.3,2683.1,614.6,1812.0,3901.5,4057.1,759.3,462.4,445.5,457.5,1681.2,5465.3,431.5,1397.8,2870.7,5855.1,487.9,2684.1,285.9,1222.9,1983.2,775.2,1140.1,5975.7,9298.5
2016-02-01,2799.8,11971.0,3222.7,648.6,1573.8,339.6,691.0,1958.8,315.9,2951.5,665.1,1276.7,16316.8,1407.3,1013.9,1669.8,4296.2,4315.3,2028.6,1904.6,3530.5,2588.8,826.5,8245.8,4346.5,3067.5,2922.9,2688.9,613.0,1819.4,3916.3,4051.9,758.6,464.3,441.2,456.6,1685.3,5475.5,432.3,1396.3,2879.4,5876.4,488.2,2684.3,285.3,1227.8,1978.2,775.0,1144.5,5994.3,9320.3
2016-03-01,2801.2,11961.6,3230.5,651.4,1576.5,338.4,691.7,1959.0,316.5,2951.7,664.9,1282.7,16321.9,1411.7,1017.3,1666.0,4310.5,4324.9,2039.6,1908.9,3537.1,2595.8,827.6,8252.8,4360.7,3062.1,2936.2,2691.9,614.6,1823.2,3919.1,4073.9,761.8,464.6,440.0,458.6,1686.3,5491.4,432.3,1399.2,2876.2,5894.6,490.6,2704.6,284.4,1224.4,1977.1,773.8,1147.1,6006.7,9332.9
2016-04-01,2815.3,11969.9,3241.7,647.2,1580.8,336.7,694.7,1965.6,317.2,2953.0,663.5,1283.1,16391.9,1414.1,1017.1,1663.6,4311.5,4330.7,2040.5,1903.9,3551.0,2593.8,827.6,8283.9,4371.3,3074.9,2923.6,2697.2,612.7,1828.9,3907.1,4066.4,761.2,466.6,439.0,460.0,1689.5,5477.8,432.1,1395.5,2890.5,5877.7,489.1,2704.9,281.7,1225.1,1978.5,777.4,1144.1,6007.3,9343.3
2016-05-01,2804.9,,,648.3,,,,,,,,,16407.1,,1015.6,,,,,1903.6,,,,,,3066.0,,,,1831.4,,,,,439.2,,1685.5,,,,2882.1,,,2704.7,,,,,1141.9,6005.8,
2016-06-01,2814.5,,,,,,,,,,,,,,1016.4,,,,,1904.7,,,,,,3059.4,,,,1833.3,,,,,438.6,,1691.3,,,,2891.8,,,2711.6,,,,,1139.0,6002.3,
2016-07-01,2816.6,,,,,,,,,,,,,,1018.7,,,,,1904.0,,,,,,3071.4,,,,1837.1,,,,,442.8,,1693.0,,,,2903.1,,,2714.5,,,,,1143.0,6013.9,
