DATE,VALUE in MO,VALUE in TX,VALUE in WA,VALUE in HI,VALUE in IA,VALUE in AK,VALUE in ID,VALUE in AL,VALUE in VT,VALUE in TN,VALUE in NH,VALUE in NV,VALUE in CA,VALUE in UT,VALUE in NE,VALUE in OK,VALUE in NC,VALUE in MI,VALUE in SC,VALUE in KY,VALUE in MA,VALUE in CO,VALUE in NM,VALUE in FL,VALUE in GA,VALUE in IN,VALUE in WI,VALUE in AZ,VALUE in ME,VALUE in OR,VALUE in VA,VALUE in NJ,VALUE in WV,VALUE in MT,VALUE in ND,VALUE in DE,VALUE in CT,VALUE in OH,VALUE in SD,VALUE in KS,VALUE in MN,VALUE in PA,VALUE in RI,VALUE in MD,VALUE in WY,VALUE in AR,VALUE in LA,VALUE in DC,VALUE in MS,VALUE in IL,VALUE in NY
2009-09-01,2670.7,10223.3,2835.8,585.1,1471.6,319.8,603.4,1867.6,295.0,2593.7,624.8,1130.5,14224.3,1178.4,944.9,1552.6,3872.9,3834.5,1795.0,1750.6,3192.4,2222.3,807.3,7155.0,3855.3,2769.8,2714.5,2397.3,594.2,1598.4,3626.3,3868.5,746.2,426.8,367.6,412.8,1613.5,5026.5,402.6,1329.9,2621.2,5579.6,456.1,2508.1,282.1,1156.5,1893.2,698.7,1089.3,5599.5,8491.2
2009-10-01,2663.8,10215.9,2831.0,586.0,1468.0,320.5,605.0,1864.7,295.6,2596.7,624.2,1125.9,14256.8,1177.4,943.1,1548.6,3854.4,3839.3,1793.5,1750.5,3190.1,2219.9,804.7,7150.5,3853.4,2770.2,2714.7,2391.6,592.5,1594.2,3624.1,3861.7,746.9,427.5,367.8,412.9,1609.1,5015.2,401.2,1326.6,2631.2,5580.5,456.1,2506.5,280.1,1155.0,1886.7,703.9,1086.8,5589.7,8481.4
2009-11-01,2662.5,10214.4,2825.7,584.1,1467.3,319.9,604.5,1865.8,295.9,2599.7,623.4,1124.7,14247.1,1176.0,943.7,1547.2,3853.8,3834.1,1792.7,1751.5,3193.3,2217.7,803.6,7145.4,3849.9,2777.1,2711.7,2388.5,592.6,1592.3,3628.0,3863.2,747.0,427.4,367.8,411.8,1608.7,5011.5,401.9,1327.5,2631.7,5583.9,456.3,2506.5,279.8,1156.2,1886.5,704.3,1086.7,5592.6,8482.9
2009-12-01,2658.4,10207.7,2824.0,583.2,1462.8,319.2,603.7,1864.2,295.4,2593.3,624.7,1126.5,14220.1,1174.4,939.8,1545.0,3845.8,3835.0,1788.9,1748.7,3201.3,2213.8,802.5,7128.0,3845.3,2774.8,2710.4,2382.1,592.7,1591.8,3624.3,3863.7,749.4,426.5,368.3,410.1,1606.9,5007.9,400.8,1324.8,2632.4,5580.5,456.3,2502.2,279.3,1155.6,1879.1,704.2,1085.5,5583.7,8483.8
2010-01-01,2652.8,10232.9,2820.8,585.8,1463.6,320.2,598.5,1863.2,295.8,2594.3,622.0,1119.3,14200.1,1175.3,939.2,1544.0,3843.3,3833.7,1793.4,1746.3,3212.7,2207.3,800.1,7129.8,3840.0,2782.8,2710.2,2382.8,593.0,1590.8,3615.5,3853.7,748.3,427.7,368.4,410.3,1596.3,5008.5,399.7,1323.4,2628.2,5575.2,457.4,2501.9,279.4,1153.2,1874.8,705.9,1084.2,5584.3,8487.8
2010-02-01,2653.4,10241.5,2820.8,583.9,1464.4,319.8,600.8,1860.3,295.5,2592.3,622.8,1118.0,14186.5,1173.2,940.6,1543.0,3841.2,3833.4,1794.6,1738.5,3206.6,2213.2,801.3,7129.3,3837.9,2778.2,2710.0,2382.6,592.3,1590.8,3596.1,3838.9,745.4,426.2,369.5,407.0,1594.2,5002.8,399.6,1321.3,2625.0,5564.4,456.4,2468.0,279.7,1150.2,1874.0,701.2,1084.6,5587.3,8482.5
2010-03-01,2656.0,10271.5,2825.9,584.6,1467.8,320.4,602.3,1864.7,296.4,2597.2,624.5,1115.5,14193.2,1175.7,940.6,1546.3,3850.2,3830.4,1795.9,1747.6,3209.1,2215.5,803.2,7136.2,3842.4,2784.9,2712.0,2384.3,593.4,1592.5,3616.4,3842.7,750.1,428.0,371.1,409.7,1595.5,5008.8,400.5,1322.9,2628.6,5587.1,457.4,2501.4,280.2,1155.6,1881.1,706.9,1086.6,5586.3,8504.0
2010-04-01,2657.1,10288.6,2831.5,584.8,1471.9,322.0,603.3,1868.0,298.9,2607.0,624.7,1118.5,14279.2,1177.7,943.1,1550.4,3861.2,3848.0,1807.6,1753.7,3215.0,2217.8,804.4,7155.0,3849.2,2795.1,2722.5,2387.5,593.7,1597.1,3639.9,3858.6,750.5,428.1,374.6,411.5,1602.5,5021.7,401.8,1328.7,2636.3,5607.3,457.3,2517.9,281.7,1158.2,1884.1,711.7,1092.0,5595.0,8535.4
2010-05-01,2661.6,10350.8,2842.4,587.2,1472.9,323.0,606.4,1879.4,297.9,2626.8,627.1,1122.5,14329.2,1183.3,945.0,1558.9,3880.1,3861.7,1820.5,1764.1,3229.1,2226.9,807.4,7198.3,3869.8,2808.0,2725.2,2400.0,596.2,1603.9,3663.5,3868.8,763.2,429.5,375.0,413.7,1612.0,5037.1,402.9,1332.2,2640.1,5632.0,458.4,2526.3,282.8,1168.6,1891.9,714.8,1097.7,5618.0,8579.0
2010-06-01,2655.2,10352.7,2839.4,585.5,1469.9,324.7,603.0,1877.6,297.4,2619.2,624.8,1120.2,14318.8,1183.5,947.7,1561.7,3875.6,3865.8,1814.9,1765.6,3216.2,2223.8,809.1,7185.6,3866.7,2802.4,2723.5,2389.6,592.3,1606.9,3662.7,3862.7,758.8,428.6,374.7,414.7,1607.3,5038.0,403.5,1334.4,2640.4,5635.4,457.4,2526.4,282.6,1173.8,1898.8,716.1,1099.1,5609.8,8577.2
2010-07-01,2657.3,10343.0,2836.3,587.6,1468.3,325.3,604.4,1875.7,298.9,2621.8,625.2,1120.0,14300.4,1185.4,948.0,1561.1,3875.1,3876.6,1817.5,1761.3,3223.0,2226.0,807.3,7189.4,3870.1,2809.1,2727.0,2384.0,592.1,1601.2,3660.7,3854.1,759.5,428.8,375.8,417.2,1612.2,5042.4,404.4,1333.1,2639.0,5627.2,458.4,2523.9,280.9,1169.7,1888.1,720.5,1096.8,5600.1,8567.1
2010-08-01,2669.9,10352.5,2834.4,586.0,1466.5,325.3,604.3,1872.2,298.2,2620.1,624.7,1118.1,14285.2,1184.6,948.9,1557.5,3874.3,3864.7,1818.0,1757.6,3222.5,2225.3,804.2,7188.6,3868.0,2805.0,2729.8,2379.9,590.2,1605.0,3654.1,3844.7,757.4,429.0,376.8,416.7,1613.3,5038.6,404.5,1334.2,2642.3,5637.1,459.6,2523.5,281.9,1169.3,1886.3,707.5,1093.6,5616.2,8542.4
2010-09-01,2658.8,10348.7,2832.6,586.5,1464.6,325.6,602.6,1867.6,298.7,2620.1,624.6,1111.2,14269.9,1184.1,945.9,1554.3,3868.7,3873.7,1815.1,1762.6,3219.3,2220.6,797.4,7168.2,3862.6,2798.3,2728.0,2372.6,592.5,1601.9,3656.7,3833.2,756.1,428.4,377.8,416.7,1612.0,5039.9,404.5,1329.4,2635.9,5629.8,458.4,2522.6,283.4,1164.9,1883.2,713.5,1094.0,5617.6,8532.0
2010-10-01,2661.7,10407.1,2846.5,588.5,1473.0,326.5,605.7,1873.9,300.9,2626.8,626.0,1116.3,14332.4,1188.1,947.8,1562.4,3886.9,3889.5,1818.6,1769.3,3234.6,2228.4,801.0,7194.8,3873.6,2806.5,2737.6,2385.3,593.6,1609.5,3664.1,3842.0,757.2,428.0,381.3,415.9,1616.2,5055.5,405.7,1334.2,2653.0,5648.2,458.1,2530.4,284.0,1164.0,1885.5,716.3,1096.0,5635.5,8563.7
2010-11-01,2660.3,10411.8,2846.4,592.3,1474.5,327.2,605.9,1872.7,299.1,2626.3,625.1,1116.2,14334.6,1189.6,946.6,1563.7,3889.4,3891.8,1816.4,1769.0,3235.7,2228.7,800.9,7196.2,3873.7,2808.3,2738.9,2389.4,593.0,1609.0,3662.4,3840.8,756.8,427.2,382.4,415.4,1616.0,5061.9,405.6,1330.0,2655.3,5653.4,458.8,2528.0,282.8,1163.9,1885.8,716.0,1091.6,5640.0,8576.8
2010-12-01,2660.3,10437.9,2849.3,589.4,1475.6,327.8,604.9,1872.4,298.6,2628.4,626.1,1118.1,14354.9,1192.1,947.8,1566.0,3892.6,3894.9,1822.4,1774.1,3239.4,2233.7,802.3,7200.3,3875.9,2810.0,2736.4,2396.2,593.6,1609.6,3666.8,3841.6,754.8,428.0,384.4,416.4,1617.8,5067.1,405.0,1333.2,2655.6,5660.7,458.4,2532.1,282.7,1165.9,1890.1,716.5,1094.2,5643.7,8583.5
2011-01-01,2659.4,10451.5,2857.0,589.2,1476.1,328.5,606.1,1864.7,299.2,2630.7,626.0,1121.1,14366.8,1192.4,946.8,1566.6,3887.0,3907.2,1814.8,1767.1,3241.5,2239.8,800.4,7213.6,3850.7,2820.6,2740.7,2397.0,593.5,1614.9,3672.7,3833.6,754.6,428.1,385.4,416.6,1618.0,5068.1,404.5,1337.1,2663.9,5664.4,458.4,2528.9,282.7,1165.8,1893.4,722.7,1091.3,5647.1,8611.4
2011-02-01,2657.0,10455.9,2857.6,592.1,1477.1,327.3,605.7,1868.5,299.4,2638.5,626.8,1121.0,14371.7,1195.4,946.8,1555.5,3902.7,3909.6,1824.3,1773.3,3242.3,2238.0,800.7,7210.5,3888.3,2823.0,2742.6,2398.2,594.2,1615.2,3678.5,3837.0,757.1,428.0,386.4,417.5,1621.5,5077.2,405.3,1332.8,2668.4,5669.7,458.7,2535.1,282.9,1161.3,1895.8,722.4,1090.4,5650.0,8615.8
2011-03-01,2663.9,10493.9,2856.7,593.1,1479.3,327.6,605.3,1869.2,299.7,2643.0,627.8,1121.5,14371.3,1197.4,948.4,1569.2,3906.3,3921.7,1826.2,1775.9,3244.1,2242.9,802.0,7216.6,3892.0,2830.2,2745.1,2401.4,594.3,1616.5,3683.2,3839.1,757.9,429.2,388.6,417.7,1620.6,5084.0,405.0,1333.3,2672.0,5676.0,459.5,2539.6,283.7,1164.7,1899.3,724.4,1093.9,5659.9,8626.9
2011-04-01,2672.2,10534.1,2866.9,591.5,1484.9,327.8,608.5,1870.4,299.2,2651.7,630.1,1124.3,14395.2,1202.2,951.8,1574.2,3912.6,3935.0,1832.9,1778.0,3252.8,2253.0,803.6,7251.3,3906.3,2842.3,2748.9,2407.5,593.5,1618.4,3685.8,3844.6,761.4,429.4,390.2,420.3,1630.6,5097.3,405.6,1339.9,2678.8,5688.8,461.4,2539.3,284.1,1172.6,1901.2,727.0,1093.5,5674.4,8660.9
2011-05-01,2669.4,10537.0,2867.4,591.1,1483.1,327.5,608.4,1868.4,300.4,2657.0,627.9,1124.4,14397.9,1201.9,951.0,1574.8,3910.9,3939.1,1833.0,1775.7,3249.6,2254.0,803.2,7239.6,3903.3,2845.9,2749.3,2412.6,591.6,1616.5,3682.9,3840.3,761.2,430.7,391.8,417.0,1622.9,5089.6,406.4,1340.2,2686.7,5684.3,460.6,2536.4,284.7,1166.4,1901.1,723.0,1093.1,5665.7,8646.6
2011-06-01,2667.3,10559.2,2866.4,590.0,1482.4,328.8,608.3,1866.2,300.1,2656.9,626.7,1122.6,14391.7,1205.3,952.0,1574.9,3917.3,3945.0,1833.6,1777.5,3243.8,2253.4,804.7,7232.1,3901.1,2836.0,2746.5,2400.4,592.1,1616.8,3683.6,3839.6,758.4,430.4,392.7,416.0,1620.5,5087.8,408.1,1332.8,2685.5,5688.4,460.6,2537.6,285.2,1163.1,1895.6,726.8,1093.5,5670.5,8649.0
2011-07-01,2669.8,10592.5,2879.1,594.5,1486.6,329.7,612.0,1871.5,300.3,2668.4,626.6,1126.5,14442.2,1210.9,953.1,1581.8,3921.2,3964.3,1838.1,1783.8,3266.9,2259.7,805.7,7258.7,3907.6,2846.3,2760.2,2405.3,595.9,1620.2,3699.5,3850.2,760.6,429.6,396.5,417.0,1626.6,5121.9,407.4,1342.3,2671.5,5683.6,461.8,2548.4,286.3,1171.7,1905.2,729.4,1094.6,5679.3,8684.1
2011-08-01,2666.4,10608.7,2881.1,593.1,1488.9,329.1,613.5,1870.9,301.6,2673.8,626.8,1127.1,14452.6,1213.1,953.2,1576.5,3925.2,3967.1,1837.0,1788.9,3264.4,2264.6,802.6,7259.2,3912.1,2843.9,2756.6,2416.5,595.5,1621.1,3696.3,3845.1,762.5,431.7,399.0,416.4,1624.1,5127.8,407.7,1343.2,2694.7,5683.0,460.1,2540.7,287.9,1173.1,1904.6,725.9,1092.4,5687.4,8686.5
2011-09-01,2669.7,10624.7,2881.3,596.1,1492.9,331.1,614.2,1876.1,301.5,2674.7,628.9,1129.3,14484.2,1216.7,955.1,1590.9,3928.2,3976.1,1838.2,1791.4,3274.8,2274.1,801.8,7274.0,3917.2,2860.7,2759.3,2424.2,596.5,1623.3,3709.0,3852.8,766.9,433.3,402.8,417.1,1627.3,5127.5,408.8,1344.5,2706.1,5694.2,460.5,2547.0,288.4,1172.9,1906.7,730.9,1094.1,5689.3,8692.9
2011-10-01,2668.2,10628.4,2879.6,596.0,1492.4,331.6,614.1,1871.3,302.1,2677.8,628.9,1130.5,14493.5,1216.4,956.5,1587.2,3927.2,3983.3,1837.9,1790.4,3273.9,2270.5,799.4,7278.0,3909.6,2860.5,2755.1,2425.4,595.5,1622.0,3704.7,3854.8,769.1,433.6,404.6,416.2,1624.2,5123.4,410.0,1343.7,2701.7,5694.0,461.3,2550.4,288.2,1177.0,1908.3,726.9,1094.8,5688.7,8690.0
2011-11-01,2671.0,10646.9,2886.3,597.0,1494.6,331.8,617.0,1873.7,301.9,2683.9,630.5,1131.0,14517.9,1218.6,958.3,1589.5,3935.3,3990.7,1837.1,1794.7,3276.0,2275.5,800.0,7289.2,3916.4,2859.7,2755.5,2428.8,596.2,1626.1,3709.3,3859.0,770.4,434.9,407.9,416.1,1625.9,5139.0,409.7,1344.0,2704.1,5703.3,461.5,2548.9,288.7,1177.1,1909.9,726.6,1094.0,5693.7,8706.6
2011-12-01,2675.7,10675.5,2886.7,598.6,1497.1,331.7,618.3,1872.6,303.4,2687.0,630.3,1131.4,14548.9,1223.1,959.6,1592.7,3945.0,3996.4,1841.8,1792.5,3281.9,2282.0,800.3,7304.4,3915.5,2870.6,2761.5,2434.3,595.8,1629.7,3709.2,3861.2,772.5,435.9,412.0,416.8,1630.4,5145.2,411.2,1344.1,2709.4,5704.6,461.8,2556.0,289.2,1176.5,1912.2,728.8,1092.5,5701.0,8727.8
2012-01-01,2678.0,10716.0,2889.0,593.1,1500.1,333.2,616.9,1876.4,303.1,2692.7,632.6,1133.9,14602.8,1227.5,963.4,1599.7,3960.7,4005.1,1849.9,1801.4,3294.2,2286.4,798.0,7323.5,3923.4,2882.6,2755.5,2441.0,596.3,1631.1,3721.3,3875.6,774.0,437.0,416.6,416.4,1634.1,5164.0,411.5,1353.0,2710.2,5711.3,462.9,2563.9,289.0,1177.3,1914.7,730.7,1098.2,5717.8,8744.7
2012-02-01,2678.9,10738.0,2891.7,600.3,1502.1,333.6,617.4,1878.1,303.8,2700.3,631.1,1135.2,14614.8,1231.5,963.5,1603.1,3965.4,4011.1,1853.2,1804.7,3297.6,2288.9,801.1,7332.5,3926.7,2891.4,2763.3,2442.5,598.6,1632.0,3724.2,3885.2,775.2,436.7,419.6,417.6,1638.8,5183.3,411.8,1354.7,2713.9,5725.9,465.2,2568.0,289.5,1177.5,1918.8,730.6,1100.5,5724.3,8770.2
2012-03-01,2685.2,10779.9,2901.2,600.1,1507.2,334.5,617.8,1883.9,304.7,2709.5,633.0,1137.1,14658.2,1235.6,967.0,1607.2,3972.6,4023.4,1858.5,1808.9,3306.9,2296.1,803.1,7351.4,3936.8,2896.6,2778.4,2451.2,598.3,1633.4,3732.1,3895.5,776.0,437.3,422.9,418.5,1641.4,5202.3,413.0,1357.5,2723.3,5747.9,466.0,2575.6,289.6,1179.9,1921.2,732.4,1103.1,5742.7,8786.9
2012-04-01,2677.4,10807.2,2907.1,606.4,1507.1,334.2,617.6,1885.0,303.2,2709.6,632.5,1138.5,14672.8,1244.5,967.7,1610.5,3974.6,4035.0,1858.1,1808.0,3297.0,2300.7,801.8,7375.1,3942.7,2893.0,2783.3,2451.2,598.8,1633.7,3728.1,3876.9,774.6,439.0,426.4,418.1,1633.2,5195.1,414.7,1353.5,2735.2,5731.4,464.3,2566.5,290.7,1177.8,1930.7,729.0,1101.5,5739.0,8777.5
2012-05-01,2680.9,10835.2,2913.4,604.9,1506.6,335.0,620.0,1883.2,305.3,2712.6,632.2,1141.8,14708.6,1249.7,968.1,1612.9,3981.8,4025.6,1859.4,1810.7,3298.1,2304.3,802.1,7376.6,3948.4,2896.8,2785.1,2450.5,599.4,1636.9,3723.5,3883.0,783.6,440.5,428.0,418.9,1633.1,5200.3,414.1,1356.6,2723.0,5728.1,464.9,2565.3,289.2,1177.6,1933.4,732.4,1100.9,5737.6,8789.9
2012-06-01,2685.3,10864.8,2918.0,605.1,1507.1,334.5,620.6,1885.2,304.1,2718.2,634.0,1144.6,14758.4,1253.1,969.5,1614.5,3977.5,4025.3,1864.3,1811.0,3311.4,2309.2,804.5,7390.7,3953.5,2900.7,2783.3,2463.7,598.4,1635.9,3726.2,3892.7,768.5,440.0,430.6,418.0,1634.6,5213.0,415.3,1358.2,2723.6,5718.3,464.6,2569.1,288.1,1177.3,1930.4,733.9,1100.7,5746.9,8785.8
2012-07-01,2681.7,10879.6,2921.7,606.4,1508.2,333.9,622.2,1882.5,305.2,2715.0,634.4,1144.2,14778.8,1251.0,969.6,1612.5,3979.5,4038.0,1864.2,1813.7,3311.3,2315.1,803.5,7397.5,3948.3,2889.3,2776.9,2460.5,598.1,1641.1,3722.2,3884.7,768.1,440.5,432.8,419.4,1635.4,5201.7,414.0,1355.1,2719.5,5715.9,464.1,2571.5,287.6,1173.6,1925.0,733.3,1102.5,5745.6,8776.1
2012-08-01,2683.4,10922.3,2925.5,610.9,1512.8,333.8,623.3,1885.8,305.3,2717.3,635.6,1147.2,14803.3,1255.3,969.8,1614.7,3988.7,4037.7,1867.3,1809.6,3315.8,2317.9,802.4,7408.0,3953.0,2910.5,2779.8,2469.7,598.0,1642.8,3733.9,3891.8,767.5,441.3,433.1,419.5,1635.1,5202.8,414.0,1358.7,2729.7,5720.2,465.9,2573.1,288.5,1174.9,1924.9,732.7,1103.7,5760.5,8796.3
2012-09-01,2686.7,10955.3,2929.3,609.2,1511.4,334.7,625.8,1888.6,305.5,2721.6,637.2,1149.9,14823.3,1258.2,971.0,1617.2,3995.0,4043.5,1868.2,1813.2,3322.6,2324.3,804.9,7423.4,3956.3,2912.7,2785.2,2476.3,597.8,1643.1,3743.4,3898.4,772.2,443.1,434.1,420.3,1638.5,5203.8,414.9,1357.2,2743.2,5727.2,467.3,2580.2,288.2,1173.9,1925.7,737.6,1103.0,5769.4,8816.2
2012-10-01,2691.5,10980.0,2938.9,610.5,1513.0,339.3,628.1,1890.5,304.2,2725.9,636.2,1153.4,14863.9,1261.7,971.7,1623.8,4004.1,4047.3,1871.8,1813.3,3322.5,2334.1,811.0,7448.5,3971.5,2913.0,2788.1,2478.5,598.2,1647.4,3754.8,3900.3,772.4,442.5,434.1,421.4,1641.1,5216.6,415.0,1361.3,2743.7,5728.0,466.1,2581.7,288.1,1174.3,1928.8,740.8,1103.4,5763.6,8829.8
2012-11-01,2696.0,11009.3,2942.8,612.9,1515.0,336.6,629.5,1892.8,304.6,2729.1,636.7,1155.4,14900.0,1267.4,973.1,1625.8,4013.9,4054.8,1878.8,1815.1,3328.0,2338.7,810.7,7459.4,3980.7,2912.1,2796.8,2484.6,597.7,1648.4,3755.6,3886.3,770.8,443.1,432.5,422.3,1642.7,5217.8,415.7,1361.3,2749.0,5729.2,465.9,2580.5,288.3,1174.3,1934.6,741.8,1103.6,5778.6,8803.4
2012-12-01,2697.2,11037.4,2946.6,613.0,1516.7,336.1,630.3,1891.2,305.4,2732.3,636.3,1154.1,14924.4,1268.9,975.0,1631.0,4017.6,4061.3,1879.1,1817.4,3329.9,2342.7,809.2,7469.4,3984.6,2914.4,2793.9,2487.1,597.5,1650.3,3760.7,3906.2,771.6,444.2,435.3,423.3,1644.5,5222.1,416.2,1362.5,2750.9,5729.1,468.0,2586.1,288.9,1178.3,1935.6,742.3,1105.4,5778.5,8844.0
2013-01-01,2699.2,11041.9,2956.0,608.6,1517.3,335.3,632.8,1891.8,305.6,2734.6,636.9,1158.6,14965.1,1273.0,974.5,1625.4,4025.9,4080.2,1881.0,1820.0,3338.8,2348.2,810.5,7485.0,3997.0,2916.4,2783.7,2492.7,599.5,1654.0,3762.4,3919.9,773.1,446.3,437.1,422.8,1644.7,5229.0,416.1,1363.9,2761.4,5729.8,469.3,2590.8,289.0,1177.5,1938.0,742.6,1105.9,5781.1,8852.9
2013-02-01,2706.4,11097.6,2962.8,615.9,1520.8,336.0,634.5,1897.0,305.8,2743.4,638.3,1161.0,15004.2,1277.1,975.0,1627.2,4036.2,4092.0,1884.3,1822.8,3347.0,2357.2,810.8,7507.3,4007.7,2932.8,2804.4,2497.5,599.6,1659.4,3768.8,3929.2,774.1,447.8,439.6,424.9,1643.1,5244.4,416.8,1367.0,2770.6,5742.1,469.1,2596.2,288.8,1178.2,1947.0,743.7,1109.7,5793.6,8870.7
2013-03-01,2703.8,11127.0,2965.1,615.9,1519.8,336.2,635.0,1900.2,306.5,2743.6,637.3,1163.7,15035.5,1280.5,975.0,1630.6,4040.1,4097.8,1885.1,1824.6,3353.1,2363.0,809.4,7521.2,4009.8,2929.1,2805.1,2502.4,599.6,1661.3,3770.7,3934.7,772.8,447.8,440.9,425.8,1647.7,5244.4,416.7,1364.6,2772.3,5748.5,470.5,2596.6,289.2,1177.8,1946.8,743.8,1110.0,5793.2,8889.1
2013-04-01,2703.5,11144.1,2971.4,617.8,1517.4,336.4,634.5,1900.5,307.3,2751.2,638.3,1166.9,15076.9,1284.8,975.8,1630.7,4041.0,4090.2,1889.1,1823.7,3359.0,2366.0,812.7,7534.6,4013.8,2926.5,2793.3,2509.8,600.5,1666.5,3763.4,3921.8,772.4,448.7,438.9,426.6,1649.8,5253.0,415.1,1368.8,2764.8,5734.5,468.9,2592.4,289.5,1177.1,1950.2,746.5,1108.7,5779.4,8914.2
2013-05-01,2704.7,11161.8,2978.8,618.1,1524.0,334.9,636.5,1901.7,305.6,2754.4,638.6,1169.6,15106.9,1286.0,978.1,1634.1,4043.5,4098.7,1892.0,1824.7,3364.3,2372.0,812.9,7549.4,4013.8,2919.8,2803.9,2515.2,601.6,1670.7,3758.1,3923.2,772.2,448.5,442.4,426.7,1649.1,5266.7,417.2,1366.7,2770.9,5739.6,469.6,2593.1,289.7,1175.3,1950.7,746.8,1109.2,5792.3,8910.4
2013-06-01,2708.0,11191.7,2981.1,618.4,1527.0,336.5,637.4,1903.9,306.9,2757.2,639.3,1176.0,15126.5,1286.8,978.9,1635.9,4043.2,4102.6,1898.9,1825.6,3370.6,2379.5,809.5,7572.7,4021.2,2929.7,2809.2,2519.9,602.2,1672.8,3757.0,3932.1,771.0,448.0,444.5,427.3,1653.8,5267.6,417.4,1368.0,2773.7,5731.5,472.3,2593.9,290.5,1173.8,1955.0,745.9,1110.2,5798.3,8917.6
2013-07-01,2708.2,11217.1,2984.8,621.1,1534.0,335.8,637.1,1904.4,305.3,2758.3,638.2,1176.6,15156.2,1292.7,980.8,1637.8,4051.7,4101.3,1904.2,1830.7,3365.4,2385.7,809.2,7590.3,4028.2,2921.8,2809.9,2523.1,603.2,1674.8,3758.7,3934.2,770.9,446.4,445.0,428.7,1655.9,5265.6,416.9,1372.0,2761.2,5735.0,471.9,2595.9,289.0,1175.9,1954.0,748.8,1110.0,5801.8,8926.4
2013-08-01,2711.5,11244.0,2993.0,616.9,1538.6,336.9,638.1,1904.8,307.2,2762.3,639.8,1180.5,15210.3,1294.2,983.0,1639.8,4060.7,4116.8,1906.6,1834.7,3373.6,2393.1,811.6,7610.5,4035.7,2950.5,2814.5,2526.7,602.6,1677.7,3761.0,3944.3,770.9,448.3,446.1,430.5,1653.5,5274.0,417.4,1374.1,2774.6,5743.1,472.6,2596.5,289.5,1174.5,1958.4,749.2,1110.6,5817.1,8934.3
2013-09-01,2716.2,11278.3,3000.3,621.6,1536.0,336.7,637.8,1904.4,306.4,2766.3,639.0,1179.2,15225.1,1294.6,984.1,1642.5,4071.9,4126.6,1911.5,1837.2,3374.9,2397.5,810.9,7626.0,4045.2,2941.5,2820.3,2533.3,603.3,1683.1,3763.0,3941.4,769.5,448.9,448.7,431.0,1650.0,5277.4,418.4,1379.3,2790.3,5743.2,473.1,2598.1,288.7,1175.5,1961.4,753.9,1113.6,5816.9,8967.8
2013-10-01,2720.7,11292.9,3005.9,623.2,1533.2,336.4,644.1,1905.3,307.7,2775.5,641.8,1181.9,15267.0,1301.3,985.2,1640.7,4079.8,4135.0,1915.8,1835.9,3381.2,2402.9,811.2,7643.3,4057.3,2947.3,2819.5,2537.0,604.3,1686.0,3759.5,3942.3,769.8,450.5,448.8,432.1,1650.5,5282.2,419.6,1377.6,2793.3,5745.1,474.4,2598.8,289.5,1176.9,1963.1,750.6,1114.2,5815.7,8982.1
2013-11-01,2721.3,11324.1,3012.3,620.2,1536.3,336.2,644.2,1907.4,307.7,2785.0,642.7,1187.9,15319.4,1305.5,987.5,1642.4,4086.6,4137.7,1920.0,1839.8,3385.2,2408.9,811.8,7664.9,4063.5,2963.2,2823.5,2544.9,602.3,1691.4,3767.5,3949.7,771.5,450.9,450.4,434.2,1653.1,5295.3,420.5,1381.1,2793.4,5749.0,474.5,2605.7,289.3,1177.7,1967.0,754.4,1115.8,5827.4,9001.2
2013-12-01,2719.4,11335.0,3019.7,624.8,1537.4,337.1,645.3,1911.4,308.2,2787.8,643.6,1188.8,15345.9,1308.6,987.8,1640.2,4094.8,4137.1,1923.7,1841.6,3391.3,2413.6,813.0,7682.4,4073.8,2964.6,2826.8,2546.0,602.4,1694.5,3762.9,3945.1,770.0,451.6,449.4,432.5,1648.9,5298.8,420.7,1382.0,2796.5,5747.5,473.0,2601.6,289.7,1174.6,1960.7,753.7,1117.2,5834.8,8999.8
2014-01-01,2717.4,11368.2,3033.0,623.3,1536.9,337.1,648.7,1909.9,308.7,2789.3,643.8,1193.1,15385.0,1310.5,989.5,1643.9,4090.9,4142.7,1928.1,1842.1,3390.4,2423.5,813.7,7701.5,4084.2,2944.8,2832.8,2547.4,601.8,1700.9,3766.6,3947.5,767.8,451.8,451.5,434.6,1653.2,5299.0,422.2,1380.3,2796.1,5756.2,474.3,2605.5,290.6,1178.4,1963.7,747.4,1120.2,5837.2,8994.0
2014-02-01,2725.2,11405.7,3036.4,623.3,1539.2,336.7,650.7,1908.6,308.2,2793.7,645.0,1198.7,15420.8,1313.1,990.7,1646.1,4082.2,4162.0,1925.8,1841.0,3404.8,2429.2,813.6,7720.7,4082.1,2960.5,2834.8,2550.0,603.0,1701.4,3760.5,3941.2,767.0,452.6,453.7,434.2,1652.1,5306.0,422.2,1384.1,2798.4,5753.3,476.0,2603.9,290.7,1179.2,1967.8,748.6,1116.5,5840.3,9020.1
2014-03-01,2723.2,11432.5,3041.2,624.5,1540.8,336.7,652.1,1912.3,309.0,2803.0,644.6,1203.5,15456.2,1315.0,990.5,1648.1,4106.3,4161.5,1936.2,1845.6,3410.0,2436.4,813.1,7740.0,4105.8,2964.7,2837.1,2551.1,603.7,1707.4,3768.1,3944.8,767.8,451.4,455.2,435.2,1655.4,5313.7,422.0,1387.0,2797.3,5764.4,475.8,2606.6,291.0,1182.3,1972.4,750.0,1116.8,5850.2,9036.7
