Year,OR,MA,CT,NE,VT,MS,ID,IA,LA,MN,OH,MI,WA,AL,IL,AK,TN,CA,NY,SD,KY,WY,ME,WV,WI,DE,AZ,TX,NC,VA,KS,DC,HI,ND,NM,FL,NV,OK,MD,GA,MT,IN,NH,RI,UT,SC,NJ,AR,CO,PA,MO
2002,,,,66.11,,88.16,,76.19,81.59,,75.1,,,70.76,70.55,80.34,,70.39,,68.46,100.0,63.46,100.0,69.72,77.04,73.97,,74.18,75.44,,64.24,,74.27,,63.95,72.84,61.28,75.1,94.16,57.09,84.47,77.53,,70.69,68.05,,,99.59,,,96.46
2003,,,66.68,80.44,100.0,70.64,,81.56,85.48,67.66,75.4,62.74,,67.12,75.76,64.48,,71.02,,85.85,100.0,72.26,87.73,100.0,,77.01,70.21,75.06,70.1,,64.23,,66.5,88.89,65.58,72.59,,74.2,88.83,53.42,95.32,76.47,,69.43,68.91,,84.54,78.79,69.03,,89.37
2004,,,69.26,81.08,100.0,86.56,,78.69,75.34,72.64,76.42,62.02,,,73.51,55.91,,71.86,16.0,79.51,78.09,66.53,100.0,100.0,75.42,72.49,84.05,70.83,73.12,81.83,66.63,,71.22,83.92,66.31,68.85,47.25,74.86,87.15,56.41,88.3,71.1,,77.57,64.87,,82.07,85.15,64.9,,90.14
2005,,70.03,65.3,74.65,,65.62,,76.76,71.16,68.78,75.98,62.21,69.93,67.18,73.21,74.02,,64.11,54.25,87.3,,68.03,95.87,100.0,79.12,68.98,71.41,67.43,,77.08,63.26,,73.81,56.25,66.46,66.39,50.59,78.41,85.88,56.96,84.74,74.25,,75.11,,,78.73,93.94,64.05,,90.81
2006,,70.87,68.53,72.02,,70.35,73.39,78.21,67.69,70.4,69.01,69.79,70.81,64.94,70.75,64.43,,63.73,55.83,66.67,,72.35,,92.31,78.99,71.55,71.77,66.19,63.22,72.43,68.36,,75.01,71.92,55.99,67.53,,84.52,83.56,56.36,91.44,77.49,48.67,81.57,62.95,49.59,77.42,,64.2,,93.52
2007,,70.68,71.14,73.7,,76.51,74.09,75.76,77.37,65.7,69.52,70.1,66.21,72.91,74.25,92.05,,66.94,58.7,79.13,81.36,72.24,,99.36,84.25,,71.51,69.15,69.36,77.39,67.13,64.14,71.13,60.0,66.86,69.68,,78.96,80.72,60.47,72.67,73.51,49.77,77.51,56.28,,80.21,84.92,61.93,,85.81
2008,77.71,73.01,59.5,73.98,,71.53,77.8,77.41,79.57,67.96,72.05,68.01,68.64,69.05,74.17,96.39,,,63.46,70.0,85.35,80.74,78.26,92.68,81.58,64.85,75.22,73.1,71.12,78.93,69.3,60.05,70.67,77.48,64.32,72.49,,78.39,82.01,60.58,83.3,73.91,44.59,75.54,66.15,67.38,80.0,81.4,66.2,71.27,84.55
