Year,OR,MA,CT,NE,VT,MS,ID,IA,LA,MN,OH,MI,WA,AL,IL,AK,TN,CA,NY,SD,KY,WY,ME,WV,WI,DE,AZ,TX,NC,VA,KS,DC,HI,ND,NM,FL,NV,OK,MD,GA,MT,IN,NH,RI,UT,SC,NJ,AR,CO,PA,MO
2002,,,,86.47,,62.11,,84.84,67.78,,77.6,,,66.03,82.58,68.7,,76.72,,83.7,70.93,72.28,70.47,75.37,88.32,73.47,,78.82,73.22,,79.75,,67.32,,66.19,67.22,69.94,74.03,80.44,63.17,82.8,75.74,,76.2,79.42,,,75.27,,,78.3
2003,,,83.43,89.59,72.73,61.56,,84.47,69.09,85.17,79.04,76.4,,66.55,86.76,70.0,,76.02,,85.02,72.79,74.69,74.53,76.69,,73.35,67.77,80.08,71.44,,80.86,,67.71,88.7,72.39,67.78,,76.19,81.68,63.27,80.25,73.09,,75.9,82.48,,88.66,76.45,80.26,,80.8
2004,,,84.28,89.7,77.15,61.67,,85.72,67.5,86.38,79.72,76.81,,,86.07,67.45,,76.99,70.68,83.59,73.1,74.72,74.44,74.82,89.77,72.35,87.27,79.22,73.25,79.06,82.23,,67.56,87.8,69.83,66.78,58.94,77.03,80.95,63.64,82.9,73.27,,77.86,83.57,,89.01,74.81,79.67,,81.12
2005,,81.1,84.07,89.58,74.18,62.23,,85.6,65.25,87.2,81.76,76.29,70.96,67.66,86.38,70.92,,75.48,78.4,85.35,,74.0,73.28,74.29,90.05,75.64,73.35,79.08,,74.47,81.73,,71.46,83.17,73.86,65.87,57.16,77.49,81.98,64.61,83.32,73.15,,79.91,,,88.62,78.88,78.82,,82.02
2006,,81.65,86.02,87.94,77.74,62.3,79.19,86.09,66.77,87.5,81.99,80.3,71.7,68.33,85.59,70.7,,75.39,79.12,84.73,,75.65,,75.39,91.45,72.44,70.37,79.35,70.19,75.56,81.38,,69.89,84.98,62.75,66.3,,76.12,82.0,66.03,82.21,72.63,79.21,78.5,76.47,62.25,88.96,,79.38,,82.66
2007,,82.31,86.12,86.1,78.89,61.73,79.2,87.03,67.11,87.77,82.51,80.19,69.57,70.71,85.78,67.52,,76.9,81.25,86.34,70.6,75.74,,74.86,92.0,,70.72,79.75,74.23,77.26,82.24,77.47,67.29,86.37,71.1,67.1,,77.24,82.23,67.63,82.09,72.93,81.04,77.37,74.29,,89.0,74.4,80.42,,83.86
2008,75.88,84.05,79.11,85.88,,60.74,79.09,85.51,68.86,89.44,83.15,79.23,71.19,71.5,83.75,72.43,,,83.32,82.06,73.76,73.82,76.44,74.28,93.2,76.18,72.62,80.89,76.29,79.1,83.03,67.83,69.93,89.77,69.4,68.18,,77.44,83.01,70.02,83.12,73.94,82.29,75.81,79.1,67.32,89.52,73.64,81.18,82.64,84.39
