Year,OR,MA,CT,NE,VT,MS,ID,IA,LA,MN,OH,MI,WA,AL,IL,AK,TN,CA,NY,SD,KY,WY,ME,WV,WI,DE,AZ,TX,NC,VA,KS,DC,HI,ND,NM,FL,NV,OK,MD,GA,MT,IN,NH,RI,UT,SC,NJ,AR,CO,PA,MO
2002,,,,65.22,,66.68,,67.78,61.92,,62.93,,,63.73,58.46,70.03,,69.45,,73.58,65.22,89.74,62.59,74.52,54.35,71.45,,76.76,70.04,,69.57,,85.03,,61.0,60.17,62.14,74.76,76.93,58.18,90.91,61.97,,82.89,76.22,,,77.61,,,72.21
2003,,,75.58,69.79,77.33,67.3,,69.49,72.24,64.28,67.47,55.96,,64.99,65.81,66.26,,68.46,,89.33,68.41,62.38,100.0,72.41,,71.08,76.52,78.67,70.28,,73.15,,60.95,85.32,69.36,59.47,,73.69,77.6,58.78,94.44,59.18,,76.59,70.65,,79.32,77.34,76.16,,75.92
2004,,,75.21,68.52,83.17,68.34,,72.11,61.38,68.26,67.48,58.44,,,65.74,52.38,,70.83,21.11,76.12,70.66,73.58,93.77,75.52,60.5,73.24,90.44,74.09,73.46,76.08,71.86,,74.72,83.51,68.03,57.16,49.22,73.85,79.25,59.37,57.27,60.23,,83.16,75.62,,76.39,76.05,72.58,,76.48
2005,,74.1,76.24,71.95,,68.8,,79.29,54.69,67.67,66.73,59.24,68.17,65.07,68.21,65.65,,64.38,55.18,75.43,,62.26,97.97,73.29,64.85,80.95,84.11,71.35,,71.64,71.75,,71.72,92.73,75.26,56.86,51.06,73.74,79.09,61.28,72.44,62.37,,75.45,,,78.76,80.09,69.36,,74.0
2006,,71.16,78.66,63.3,,68.88,80.45,75.04,56.65,68.73,60.97,69.64,65.21,66.93,68.63,66.71,,62.1,58.43,72.22,,53.91,,77.2,66.23,71.86,82.14,69.39,65.25,71.51,69.39,,70.42,81.82,66.31,57.67,,77.63,80.07,62.06,80.22,60.0,100.0,83.6,61.44,60.43,76.28,,76.1,,77.15
2007,,73.54,76.88,61.94,,68.1,69.71,76.37,61.88,70.6,60.08,68.43,62.98,68.93,69.25,56.9,,63.18,61.55,92.51,75.38,77.5,,74.67,71.47,,80.7,70.47,69.54,73.8,70.04,70.17,68.86,85.96,76.48,62.17,,76.93,79.83,64.56,59.75,59.95,100.0,83.13,51.13,,77.49,77.49,71.71,,76.55
2008,65.32,78.67,69.27,64.61,,65.83,88.69,78.28,67.65,73.0,61.7,66.95,64.86,69.64,67.42,60.57,,,64.29,92.52,76.01,72.18,91.34,76.74,72.75,72.9,80.95,71.95,72.06,74.5,71.37,71.42,74.27,100.0,73.13,66.05,,74.18,78.81,68.76,69.24,64.26,100.0,77.91,80.66,68.17,80.06,74.38,74.07,70.49,77.47
