,MA: VALUE,ND: VALUE,DC: VALUE,NM: VALUE,SC: VALUE,AK: VALUE,NJ: VALUE,PA: VALUE,TX: VALUE,MO: VALUE,ID: VALUE,UT: VALUE,GA: VALUE,FL: VALUE,AZ: VALUE,ME: VALUE,RI: VALUE,DE: VALUE,CO: VALUE,IN: VALUE,VA: VALUE,WA: VALUE,MD: VALUE,WY: VALUE,VT: VALUE,NC: VALUE,MT: VALUE,AR: VALUE,MI: VALUE,HI: VALUE,NE: VALUE,NH: VALUE,OH: VALUE,LA: VALUE,IL: VALUE,CA: VALUE,OR: VALUE,CT: VALUE,KY: VALUE,MS: VALUE,AL: VALUE,OK: VALUE,MN: VALUE,WI: VALUE,SD: VALUE,WV: VALUE,NY: VALUE,TN: VALUE,KS: VALUE,NV: VALUE,IA: VALUE
1986,3077953.0,330630.0,326998.0,675211.0,1606726.0,251871.0,3923135.0,5591870.0,8234015.0,2559164.0,470546.0,756757.0,3029037.0,5721887.0,1588408.0,568452.0,512523.0,328118.0,1708333.0,2753640.0,2959174.0,2214655.0,2382906.0,246530.0,292347.0,3219063.0,400728.0,1074943.0,4454869.0,496981.0,808379.0,569405.0,5251735.0,1964400.0,5692056.0,13526528.0,1370203.0,1749414.0,1698127.0,1154833.0,1871712.0,1580350.0,2253344.0,2450928.0,351128.0,746720.0,8439809.0,2320752.0,1252184.0,542382.0,1444585.0
1987,3119372.0,331880.0,329700.0,679233.0,1641714.0,248217.0,3975140.0,5731306.0,8299028.0,2576707.0,471325.0,754354.0,3109826.0,5975677.0,1640330.0,593939.0,518460.0,339007.0,1702984.0,2764661.0,3046801.0,2296339.0,2438948.0,237699.0,298759.0,3301290.0,403109.0,1108890.0,4527690.0,518666.0,811486.0,591291.0,5279655.0,1937833.0,5801949.0,13930119.0,1413949.0,1748929.0,1697172.0,1147935.0,1873268.0,1542531.0,2290478.0,2512689.0,356351.0,748366.0,8528107.0,2346615.0,1271822.0,567425.0,1463688.0
1988,3161252.0,330618.0,323588.0,688701.0,1671314.0,250854.0,3990379.0,5802013.0,8390111.0,2599194.0,487835.0,770781.0,3173480.0,6140586.0,1700541.0,605248.0,524407.0,354473.0,1685224.0,2851992.0,3104735.0,2376267.0,2492770.0,237996.0,304195.0,3362091.0,405586.0,1119924.0,4580740.0,519852.0,815059.0,607344.0,5351573.0,1908818.0,5948972.0,14338342.0,1455610.0,1752119.0,1727250.0,1155924.0,1895531.0,1524410.0,2327584.0,2592995.0,358531.0,752643.0,8634688.0,2360672.0,1283259.0,593076.0,1509618.0
1989,3191442.0,329979.0,313358.0,705614.0,1721314.0,261317.0,4024655.0,5843174.0,8506197.0,2636331.0,492833.0,804282.0,3244871.0,6352023.0,1745533.0,625027.0,525037.0,361283.0,1730416.0,2852279.0,3197135.0,2507963.0,2553431.0,237320.0,306275.0,3427042.0,410485.0,1133434.0,4625347.0,535253.0,818463.0,619101.0,5412562.0,1854436.0,5991783.0,14722990.0,1465635.0,1799885.0,1748846.0,1178768.0,1899008.0,1517805.0,2373761.0,2591518.0,363377.0,756902.0,8779954.0,2384559.0,1289269.0,618093.0,1508806.0
1990,3205526.0,317094.0,325153.0,718303.0,1753703.0,272049.0,4068070.0,5843357.0,8672263.0,2640734.0,495958.0,836286.0,3292414.0,6501640.0,1787894.0,643937.0,525393.0,363643.0,1781055.0,2799190.0,3299398.0,2526822.0,2609729.0,235372.0,303068.0,3498577.0,401139.0,1130243.0,4589035.0,563362.0,830388.0,618321.0,5430052.0,1890215.0,5936465.0,15121230.0,1505186.0,1831108.0,1758500.0,1192517.0,1913237.0,1514190.0,2415233.0,2601572.0,347927.0,769611.0,8788709.0,2400050.0,1278005.0,687049.0,1457174.0
1991,3184516.0,314620.0,321415.0,732511.0,1775578.0,281412.0,4074148.0,5878207.0,8873744.0,2641893.0,517637.0,867692.0,3285209.0,6581238.0,1838288.0,643527.0,518373.0,362504.0,1808523.0,2796930.0,3383965.0,2576994.0,2637188.0,236605.0,304096.0,3564347.0,412533.0,1142313.0,4628251.0,576915.0,840251.0,612734.0,5454063.0,1919149.0,5981691.0,15199044.0,1532573.0,1840895.0,1763541.0,1172223.0,1935817.0,1509019.0,2437908.0,2639821.0,352659.0,781366.0,8705674.0,2423549.0,1286469.0,715022.0,1492865.0
1992,3173178.0,317773.0,313260.0,749130.0,1804366.0,290197.0,4023147.0,5907705.0,9074640.0,2642929.0,537843.0,908668.0,3426535.0,6673247.0,1888855.0,636900.0,525662.0,371262.0,1878864.0,2876378.0,3381400.0,2662023.0,2647644.0,239837.0,310324.0,3624113.0,418900.0,1153417.0,4680171.0,588534.0,853186.0,616020.0,5491395.0,1900594.0,6025616.0,15300066.0,1569729.0,1816095.0,1792600.0,1197461.0,1981336.0,1519593.0,2490769.0,2710728.0,359919.0,777672.0,8744896.0,2480936.0,1319803.0,745290.0,1533157.0
1993,3185249.0,331511.0,313781.0,766682.0,1837667.0,299854.0,4027407.0,5894394.0,9300682.0,2715210.0,572604.0,967073.0,3543256.0,6841132.0,2017534.0,625089.0,519801.0,381922.0,1976360.0,3002910.0,3386707.0,2725617.0,2667017.0,246609.0,314259.0,3639308.0,424720.0,1194784.0,4799499.0,585950.0,875211.0,620348.0,5536720.0,1919010.0,6100148.0,15256125.0,1627419.0,1771839.0,1803929.0,1230629.0,2009625.0,1544486.0,2536187.0,2798234.0,371048.0,780153.0,8722405.0,2585283.0,1343425.0,792444.0,1571003.0
1994,3219055.0,337195.0,306256.0,792953.0,1845142.0,303305.0,4097492.0,5894784.0,9482653.0,2852395.0,594273.0,1003534.0,3633905.0,7026523.0,2173778.0,624641.0,511760.0,385139.0,2094295.0,3128783.0,3474330.0,2778719.0,2700312.0,253745.0,317263.0,3736595.0,438999.0,1236144.0,4814562.0,585096.0,895142.0,628068.0,5549635.0,1962223.0,6137953.0,15233029.0,1658466.0,1748783.0,1849936.0,1259022.0,2057004.0,1554950.0,2582970.0,2855537.0,383382.0,781670.0,8666960.0,2718015.0,1353274.0,824026.0,1587598.0
1995,3211747.0,344485.0,295817.0,805804.0,1869098.0,306879.0,4138329.0,5928607.0,9640711.0,2867362.0,606898.0,1023860.0,3716530.0,7073427.0,2258335.0,646863.0,511091.0,385601.0,2151212.0,3121802.0,3412695.0,2828371.0,2714257.0,256263.0,322135.0,3811465.0,446332.0,1246690.0,4809876.0,588047.0,908816.0,633614.0,5613320.0,1960085.0,6197546.0,15282384.0,1691842.0,1725241.0,1854093.0,1260000.0,2067971.0,1561437.0,2625239.0,2903690.0,390215.0,789893.0,8665075.0,2739693.0,1346398.0,863225.0,1595819.0
1996,3270153.0,350477.0,284965.0,816995.0,1911332.0,311532.0,4261485.0,6027102.0,9822209.0,2927944.0,627080.0,1053554.0,3893431.0,7261593.0,2298752.0,660346.0,521067.0,389795.0,2162010.0,3100638.0,3433676.0,2921703.0,2758671.0,254687.0,324710.0,3957859.0,450093.0,1246266.0,4917393.0,600144.0,917769.0,641871.0,5671607.0,2006590.0,6274318.0,15592031.0,1732342.0,1756395.0,1906959.0,1269207.0,2116265.0,1596465.0,2663439.0,2943914.0,391340.0,799427.0,8893726.0,2787367.0,1371138.0,917431.0,1610517.0
1997,3321298.0,351378.0,286249.0,830601.0,1915471.0,314495.0,4257508.0,6066774.0,9978542.0,2931498.0,638638.0,1084044.0,4017098.0,7440960.0,2336068.0,652522.0,531456.0,389640.0,2266915.0,3124560.0,3448873.0,3020734.0,2771832.0,254297.0,331089.0,3981716.0,456917.0,1238140.0,4994675.0,599346.0,924674.0,654720.0,5709346.0,2034402.0,6326481.0,15961937.0,1768677.0,1741211.0,1920499.0,1275254.0,2136042.0,1618867.0,2696469.0,2987405.0,395903.0,795229.0,9054050.0,2785217.0,1394413.0,954989.0,1597708.0
1998,3359906.0,346665.0,294512.0,834418.0,1965054.0,317128.0,4256315.0,6068641.0,10174939.0,2901620.0,655043.0,1112961.0,4116823.0,7602838.0,2437959.0,657746.0,534388.0,396309.0,2335457.0,3133479.0,3523445.0,3084614.0,2761123.0,260020.0,336571.0,4018265.0,463846.0,1248483.0,5067468.0,601947.0,935966.0,668981.0,5722557.0,2046031.0,6405241.0,16268323.0,1790024.0,1747635.0,1946962.0,1275907.0,2136924.0,1651684.0,2727916.0,2959874.0,403067.0,797116.0,9104576.0,2851093.0,1430253.0,999454.0,1597501.0
1999,3347166.0,342152.0,308971.0,838719.0,1994759.0,318951.0,4290132.0,6081203.0,10332976.0,2925801.0,653152.0,1126584.0,4191568.0,7742910.0,2495253.0,679896.0,541979.0,403646.0,2351383.0,3138355.0,3580012.0,3076846.0,2778315.0,264700.0,328996.0,4101194.0,466340.0,1263280.0,5160778.0,605888.0,941482.0,680748.0,5789975.0,2044676.0,6512049.0,16615929.0,1807940.0,1766479.0,1966740.0,1311229.0,2142777.0,1660989.0,2782547.0,2957876.0,408945.0,808285.0,9143178.0,2851488.0,1420753.0,1039068.0,1590475.0
2000,3347516.0,343781.0,314127.0,853823.0,1984745.0,319472.0,4273026.0,6148890.0,10428228.0,3004747.0,666570.0,1156787.0,4253620.0,7974373.0,2539781.0,673662.0,544202.0,421209.0,2370502.0,3127672.0,3648329.0,3047949.0,2827323.0,268559.0,334055.0,4186522.0,466542.0,1251139.0,5170548.0,608476.0,947099.0,694330.0,5802651.0,2041624.0,6484638.0,17041691.0,1819449.0,1761480.0,1970069.0,1310643.0,2127569.0,1664244.0,2836263.0,2996470.0,409128.0,812535.0,9148457.0,2848337.0,1395262.0,1092951.0,1599648.0
2001,3404854.0,339689.0,308703.0,863786.0,1937316.0,323022.0,4335518.0,6205179.0,10625030.0,2986765.0,683007.0,1175070.0,4281288.0,8063623.0,2635839.0,672941.0,544806.0,421133.0,2426055.0,3154518.0,3685590.0,3046386.0,2861001.0,269066.0,339774.0,4195258.0,465503.0,1256591.0,5060930.0,607980.0,951796.0,698983.0,5844453.0,2011005.0,6415386.0,17202138.0,1831481.0,1757727.0,1950657.0,1285619.0,2108342.0,1687610.0,2854587.0,3012753.0,414641.0,805080.0,9202357.0,2886522.0,1395201.0,1123827.0,1626940.0
2002,3436194.0,340861.0,303837.0,881245.0,1972576.0,329677.0,4344329.0,6194614.0,10832910.0,3005766.0,688172.0,1190765.0,4368545.0,8158210.0,2702644.0,679630.0,557292.0,413135.0,2456295.0,3175716.0,3745355.0,3101154.0,2871734.0,271578.0,344733.0,4161662.0,469526.0,1274089.0,5001550.0,599747.0,958792.0,704259.0,5862041.0,2010797.0,6294709.0,17273851.0,1841355.0,1789189.0,1947169.0,1289037.0,2114397.0,1683707.0,2861342.0,3045325.0,420350.0,794040.0,9294165.0,2913259.0,1423915.0,1136540.0,1626561.0
2003,3417641.0,348925.0,306768.0,895999.0,2010315.0,333342.0,4351449.0,6177077.0,10941145.0,3013305.0,692289.0,1212402.0,4406747.0,8295503.0,2762309.0,685114.0,558955.0,418030.0,2506446.0,3172760.0,3772192.0,3163544.0,2883511.0,274583.0,347348.0,4260818.0,474701.0,1282049.0,5038382.0,605039.0,966150.0,711566.0,5853955.0,2020297.0,6303796.0,17305533.0,1840836.0,1778828.0,1963568.0,1307861.0,2127954.0,1683638.0,2874101.0,3049391.0,425166.0,784278.0,9253292.0,2894242.0,1447939.0,1159226.0,1599149.0
2004,3375119.0,354179.0,317768.0,910141.0,2050101.0,341029.0,4340833.0,6234413.0,11046791.0,3000075.0,716824.0,1246262.0,4502819.0,8564423.0,2823832.0,689166.0,559782.0,421619.0,2545319.0,3175690.0,3827175.0,3222551.0,2901365.0,274756.0,347501.0,4268324.0,482928.0,1319603.0,5075226.0,617047.0,972293.0,720549.0,5877657.0,2051386.0,6357694.0,17430135.0,1834557.0,1775517.0,1970104.0,1313424.0,2136015.0,1694511.0,2870213.0,3016767.0,429084.0,782986.0,9397566.0,2869608.0,1466499.0,1195592.0,1608765.0
2005,3387813.0,357530.0,313723.0,921710.0,2089248.0,347119.0,4426805.0,6254184.0,11231763.0,2999143.0,740977.0,1293421.0,4640818.0,8839363.0,2926804.0,700069.0,569791.0,440221.0,2585263.0,3226919.0,3935362.0,3290495.0,2940163.0,278492.0,355255.0,4351203.0,489666.0,1362348.0,5085947.0,634184.0,970381.0,728416.0,5906614.0,2028451.0,6435443.0,17560317.0,1855114.0,1809813.0,2011072.0,1298333.0,2151993.0,1710469.0,2887654.0,3035981.0,431134.0,798779.0,9497140.0,2947031.0,1462035.0,1247874.0,1639693.0
2006,3426720.0,365808.0,319031.0,931356.0,2126840.0,350121.0,4447403.0,6315483.0,11363258.0,3053521.0,750796.0,1338550.0,4772559.0,9124052.0,3031264.0,703949.0,574654.0,442563.0,2643801.0,3231428.0,4013025.0,3355391.0,2973399.0,283520.0,356746.0,4506161.0,494796.0,1366552.0,5054022.0,642069.0,972782.0,736181.0,5979977.0,2007429.0,6606669.0,17781629.0,1910492.0,1841935.0,2042444.0,1293816.0,2176207.0,1722019.0,2899875.0,3076844.0,439371.0,808360.0,9498730.0,3077954.0,1475558.0,1311342.0,1662815.0
2007,3430478.0,369053.0,326717.0,940659.0,2128479.0,352908.0,4471196.0,6390521.0,11494220.0,3034027.0,751080.0,1372522.0,4875482.0,9190512.0,3064156.0,701498.0,571920.0,446548.0,2702367.0,3209098.0,4079724.0,3448066.0,2977514.0,289770.0,352274.0,4530384.0,507641.0,1370005.0,4969833.0,638480.0,985030.0,740277.0,5973683.0,2054935.0,6713750.0,18024645.0,1938063.0,1870634.0,2023089.0,1318544.0,2180031.0,1725626.0,2912544.0,3083909.0,444428.0,814739.0,9567589.0,3060035.0,1490821.0,1349739.0,1671558.0
2008,3469817.0,370310.0,332436.0,948091.0,2160107.0,357385.0,4522701.0,6469827.0,11739672.0,3054327.0,755523.0,1378148.0,4772123.0,9189256.0,3135939.0,698886.0,570005.0,445787.0,2729268.0,3232116.0,4141540.0,3513947.0,3025045.0,296667.0,358781.0,4618815.0,508037.0,1372641.0,4865062.0,634825.0,993577.0,744662.0,5938478.0,2093191.0,6595727.0,18319926.0,1981596.0,1887397.0,2043306.0,1288483.0,2171204.0,1760142.0,2949874.0,3102696.0,448949.0,811315.0,9672963.0,3057566.0,1515337.0,1364913.0,1690852.0
2009,3465951.0,370803.0,340812.0,931719.0,2146189.0,360437.0,4543973.0,6342432.0,12107756.0,3045637.0,759133.0,1353742.0,4798342.0,9092393.0,3109510.0,693498.0,565893.0,429917.0,2707361.0,3156146.0,4114515.0,3531989.0,3044492.0,301202.0,358493.0,4581790.0,499413.0,1348939.0,4849139.0,631885.0,990518.0,740609.0,5861493.0,2067813.0,6604147.0,18160450.0,1962914.0,1892225.0,2053336.0,1260345.0,2144484.0,1767256.0,2933838.0,3079304.0,442290.0,812195.0,9579203.0,3042695.0,1509328.0,1346263.0,1678802.0
2010,3468396.0,382803.0,348428.0,926905.0,2159200.0,364211.0,4552419.0,6375586.0,12382675.0,3052047.0,759426.0,1348160.0,4707435.0,9280198.0,3034516.0,696997.0,564052.0,439034.0,2709324.0,3152049.0,4186545.0,3475273.0,3088602.0,305326.0,359442.0,4614472.0,499107.0,1360297.0,4700656.0,659038.0,996140.0,735670.0,5791238.0,2084564.0,6569670.0,18316727.0,1992150.0,1918130.0,2055530.0,1343540.0,2213681.0,1767422.0,2937220.0,3073470.0,441260.0,811511.0,9536069.0,3115813.0,1495863.0,1363197.0,1677180.0
2011,3473586.0,393157.0,352614.0,927888.0,2178772.0,366568.0,4583584.0,6432169.0,12589330.0,3033421.0,767799.0,1351678.0,4777216.0,9323847.0,3016638.0,701117.0,559420.0,445997.0,2747248.0,3191497.0,4232084.0,3460817.0,3105446.0,307960.0,356718.0,4648402.0,502492.0,1364278.0,4668718.0,654256.0,1008963.0,738010.0,5727387.0,2069476.0,6584094.0,18444912.0,1982590.0,1906234.0,2045256.0,1332914.0,2170696.0,1788435.0,2944348.0,3072003.0,441174.0,807037.0,9587131.0,3105785.0,1486216.0,1373078.0,1653756.0
2012,3490850.0,402413.0,374503.0,928635.0,2184475.0,365173.0,4589401.0,6487184.0,12772528.0,3012007.0,769175.0,1386449.0,4778602.0,9415471.0,3015258.0,704150.0,557506.0,444073.0,2764602.0,3179968.0,4226598.0,3459576.0,3129298.0,306664.0,352674.0,4698688.0,509406.0,1318364.0,4695711.0,645121.0,1020001.0,742346.0,5707635.0,2091776.0,6594911.0,18613211.0,1920995.0,1867857.0,2058002.0,1291949.0,2165648.0,1810037.0,2968625.0,3078156.0,443603.0,805304.0,9658975.0,3091672.0,1485189.0,1380839.0,1651736.0
2013,3514439.0,409137.0,372305.0,919685.0,2183497.0,365879.0,4490270.0,6410958.0,12951776.0,3023865.0,775479.0,1420469.0,4729474.0,9483061.0,3051225.0,705224.0,557201.0,444784.0,2782896.0,3203775.0,4243590.0,3464577.0,3115760.0,306609.0,349722.0,4662855.0,515327.0,1296531.0,4741935.0,660595.0,1017880.0,741211.0,5717182.0,2104653.0,6549760.0,18677999.0,1912960.0,1871216.0,2026275.0,1247730.0,2153145.0,1797154.0,2980796.0,3084783.0,446849.0,795656.0,9646669.0,3025657.0,1488538.0,1386962.0,1686184.0
2014,3587761.0,418409.0,384610.0,921155.0,2243586.0,364287.0,4545815.0,6412218.0,13017701.0,3093024.0,785227.0,1442885.0,4746386.0,9604382.0,3125598.0,688298.0,554552.0,459792.0,2819528.0,3247326.0,4234504.0,3518455.0,3133895.0,306436.0,346257.0,4701997.0,517732.0,1318657.0,4747958.0,672751.0,1010243.0,740796.0,5708757.0,2190851.0,6488925.0,18904290.0,1947827.0,1899115.0,1962090.0,1247667.0,2139570.0,1817916.0,2993507.0,3091417.0,450445.0,781304.0,9648031.0,3044706.0,1494836.0,1412197.0,1703270.0
2015,3561723.0,412980.0,390661.0,914719.0,2263430.0,363340.0,4560931.0,6437066.0,13142426.0,3126931.0,804647.0,1472480.0,4784423.0,9723835.0,3167258.0,674016.0,552236.0,473597.0,2832289.0,3279479.0,4241570.0,3568774.0,3159706.0,304249.0,343151.0,4781785.0,523929.0,1336983.0,4770650.0,681115.0,1016800.0,740329.0,5694027.0,2129610.0,6542893.0,19001730.0,1994857.0,1885199.0,1952734.0,1289056.0,2145878.0,1847602.0,3021733.0,3108662.0,453087.0,782406.0,9712520.0,3068336.0,1507385.0,1431699.0,1705445.0
2016,3608821.0,428005.0,394117.0,928563.0,2301525.0,359735.0,4561406.0,6531339.0,13377024.0,3140311.0,813017.0,1507295.0,4945950.0,9817718.0,3236617.0,693067.0,557258.0,475662.0,2909220.0,3358100.0,4247959.0,3676122.0,3179545.0,301394.0,344886.0,4853891.0,524360.0,1354538.0,4843110.0,692792.0,1017919.0,755995.0,5728641.0,2124132.0,6564448.0,19437972.0,2082275.0,1903537.0,1996795.0,1278310.0,2182384.0,1815604.0,2986393.0,3135033.0,456923.0,794701.0,9608227.0,3174634.0,1483372.0,1430208.0,1725517.0
