Year,OR,MA,CT,NE,VT,MS,ID,IA,LA,MN,OH,MI,WA,AL,IL,AK,TN,CA,NY,SD,KY,WY,ME,WV,WI,DE,AZ,TX,NC,VA,KS,DC,HI,ND,NM,FL,NV,OK,MD,GA,MT,IN,NH,RI,UT,SC,NJ,AR,CO,PA,MO
2002,,,,88.5,,66.97,,86.57,71.57,,80.11,,,69.45,84.5,71.58,,80.43,,86.53,74.4,75.68,73.28,75.62,90.79,77.08,,81.36,74.24,,81.89,,68.67,,70.47,71.03,71.92,76.5,83.64,66.76,83.74,77.99,,79.42,81.49,,,78.2,,,81.03
2003,,,85.89,90.86,74.78,66.46,,86.47,73.82,87.99,81.75,79.08,,69.11,88.34,71.94,,79.92,,87.15,75.95,77.77,76.94,76.92,,76.89,69.0,82.58,74.87,,82.51,,70.33,88.6,75.22,71.35,,77.94,84.54,66.2,82.79,76.36,,79.16,84.53,,89.59,78.48,82.96,,82.68
2004,,,86.18,91.02,79.1,66.5,,87.75,72.18,89.13,82.23,79.92,,,87.57,71.32,,80.69,73.43,86.38,76.78,78.8,77.79,77.37,91.81,77.41,89.62,81.5,76.45,82.25,83.94,,71.89,89.33,73.4,70.11,62.68,78.06,83.55,66.62,83.94,76.33,,80.25,87.17,,89.77,76.94,82.14,,83.18
2005,,83.19,86.45,91.11,74.31,66.89,,87.76,70.38,89.82,84.02,79.51,74.74,71.17,87.98,72.63,,78.58,81.04,87.52,,77.59,75.98,77.07,92.37,79.18,76.73,81.14,,78.54,83.64,,72.77,85.88,76.27,69.17,60.74,79.17,84.37,68.05,84.36,76.13,,80.86,,,89.44,81.94,82.18,,83.51
2006,,83.76,87.4,89.94,79.23,66.81,81.79,88.11,71.34,90.08,83.96,83.53,76.09,71.74,87.36,74.34,,78.57,81.8,87.06,,78.25,,78.26,93.64,75.78,74.24,81.15,73.14,79.68,83.38,,72.71,86.13,66.63,69.32,,78.84,84.34,69.02,84.32,75.71,81.66,81.02,79.16,66.12,89.5,,82.96,,84.27
2007,,84.42,87.55,88.59,80.03,66.66,81.87,88.21,71.95,90.32,84.42,82.98,73.58,73.9,87.72,70.26,,80.15,83.16,88.21,74.25,78.54,,77.37,94.04,,73.75,81.56,77.25,80.74,83.96,80.35,72.68,87.79,74.73,70.08,,79.25,84.94,70.7,84.57,75.95,83.28,79.78,77.81,,89.71,77.73,82.92,,85.28
2008,78.53,86.07,81.84,88.04,,64.91,81.69,87.68,73.18,91.42,84.98,82.22,75.34,74.49,85.69,75.24,,,85.46,85.08,77.47,77.11,78.69,77.07,95.03,78.96,76.03,82.73,79.37,82.31,84.8,72.59,70.39,91.07,72.59,71.13,,79.24,85.6,73.05,84.45,77.12,84.19,78.7,81.66,71.58,90.27,75.47,84.38,85.04,85.66
