,MA: VALUE,ND: VALUE,DC: VALUE,NM: VALUE,SC: VALUE,AK: VALUE,NJ: VALUE,PA: VALUE,TX: VALUE,MO: VALUE,ID: VALUE,UT: VALUE,GA: VALUE,FL: VALUE,AZ: VALUE,ME: VALUE,RI: VALUE,DE: VALUE,CO: VALUE,IN: VALUE,VA: VALUE,WA: VALUE,MD: VALUE,WY: VALUE,VT: VALUE,NC: VALUE,MT: VALUE,AR: VALUE,MI: VALUE,HI: VALUE,NE: VALUE,NH: VALUE,OH: VALUE,LA: VALUE,IL: VALUE,CA: VALUE,OR: VALUE,CT: VALUE,KY: VALUE,MS: VALUE,AL: VALUE,OK: VALUE,MN: VALUE,WI: VALUE,SD: VALUE,WV: VALUE,NY: VALUE,TN: VALUE,KS: VALUE,NV: VALUE,IA: VALUE
1976,5743.672,645.797,692.295,1189.295,2943.657,400.969,7339.745,11897.378,12904.089,4839.029,856.983,1274.928,5132.812,8667.379,2346.157,1088.412,946.089,590.166,2632.306,5389.088,5121.863,3693.61,4150.539,396.952,484.928,5607.964,757.317,2170.161,9129.205,904.191,1550.911,845.248,10752.662,3950.605,11342.853,21935.909,2378.262,3083.335,3529.257,2429.756,3735.139,2826.815,3964.68,4595.904,686.39,1879.503,17940.541,4346.928,2301.001,646.975,2903.082
1977,5738.199,649.769,677.228,1215.72,2991.681,403.436,7337.169,11893.591,13193.05,4863.173,883.469,1319.512,5219.697,8856.183,2425.197,1103.578,950.23,591.829,2696.14,5425.638,5193.112,3776.05,4169.595,413.354,491.931,5685.607,769.953,2209.01,9171.11,918.259,1556.842,869.763,10771.394,4014.459,11386.316,22352.396,2446.673,3085.722,3573.693,2459.201,3780.403,2870.014,3989.364,4626.514,688.48,1908.088,17812.602,4422.921,2320.647,678.333,2913.573
1978,5736.469,651.301,665.052,1238.034,3044.364,404.766,7350.804,11879.396,13500.429,4889.399,910.69,1367.51,5295.751,9102.032,2515.316,1113.566,951.816,594.776,2766.748,5470.214,5270.24,3889.073,4183.603,432.88,498.109,5759.492,782.317,2243.127,9217.761,931.584,1563.884,891.52,10795.581,4068.579,11412.561,22835.958,2518.298,3091.627,3609.976,2487.816,3831.836,2917.336,4015.341,4646.108,688.58,1923.395,17680.589,4486.314,2335.657,719.436,2918.069
1979,5738.404,652.896,650.016,1284.722,3090.267,402.753,7366.512,11887.975,13888.371,4912.43,932.627,1420.238,5401.384,9426.159,2635.571,1122.563,950.382,594.984,2849.234,5501.174,5307.945,4017.632,4191.16,454.378,505.372,5823.491,787.305,2271.333,9266.268,953.306,1567.344,909.074,10798.298,4137.665,11396.837,23256.88,2588.012,3095.917,3641.804,2507.069,3866.248,2975.31,4050.316,4682.811,688.335,1942.146,17583.838,4560.473,2350.906,765.367,2915.739
1980,5746.075,654.38,638.284,1309.4,3134.502,405.315,7376.33,11868.305,14338.208,4921.966,947.983,1472.595,5486.174,9839.835,2737.774,1126.86,948.773,594.919,2908.803,5490.721,5368.334,4154.678,4227.643,474.185,512.524,5898.98,788.752,2288.738,9255.553,967.71,1572.296,924.25,10800.65,4223.101,11434.702,23800.8,2641.218,3113.174,3664.221,2525.342,3900.368,3040.758,4085.017,4712.045,690.851,1951.349,17566.754,4600.252,2369.039,810.215,2914.018
1981,5768.685,659.505,636.893,1332.748,3179.255,418.491,7407.472,11858.567,14746.318,4932.064,962.204,1515.471,5568.345,10192.774,2810.107,1133.033,953.013,595.975,2977.898,5480.435,5444.097,4235.731,4261.905,491.712,515.594,5956.653,795.328,2293.201,9209.287,978.195,1578.515,936.621,10788.33,4283.303,11443.458,24285.933,2667.982,3128.836,3670.394,2539.036,3918.531,3096.164,4111.728,4726.343,689.584,1954.124,17567.734,4627.658,2384.849,847.655,2907.983
1982,5771.222,668.972,634.174,1363.823,3207.614,449.606,7430.968,11845.146,15331.415,4929.451,973.721,1558.314,5649.792,10471.407,2889.861,1136.684,954.17,599.148,3061.564,5467.922,5492.783,4276.552,4282.923,506.4,519.109,6019.101,803.986,2294.257,9115.198,993.78,1581.78,947.719,10757.087,4352.608,11423.412,24820.009,2664.922,3139.013,3683.445,2556.777,3925.266,3206.123,4131.45,4728.87,690.597,1949.604,17589.738,4646.041,2401.202,881.537,2888.189
1983,5799.407,676.688,632.433,1394.361,3234.066,488.417,7467.785,11837.723,15751.676,4943.733,981.869,1594.943,5728.25,10749.851,2968.925,1144.772,956.382,605.458,3133.63,5450.395,5564.657,4300.266,4313.327,510.345,523.302,6077.056,814.031,2305.761,9047.754,1012.717,1584.293,958.134,10737.632,4395.316,11408.818,25360.026,2653.066,3162.354,3694.484,2567.717,3934.102,3290.402,4141.456,4721.438,693.008,1945.061,17686.905,4659.749,2415.531,901.977,2870.543
1984,5840.773,680.497,633.382,1416.717,3271.868,513.702,7515.473,11815.172,16007.086,4975.278,990.839,1622.342,5834.954,11039.925,3067.135,1155.635,961.894,611.565,3169.992,5458.322,5643.87,4343.656,4365.243,504.896,526.66,6164.006,820.905,2319.768,9049.452,1027.922,1588.639,976.864,10737.746,4400.477,11412.132,25844.393,2666.588,3180.014,3695.453,2578.051,3951.82,3285.533,4157.706,4735.563,697.249,1927.697,17745.684,4686.737,2424.086,924.922,2858.618
1985,5880.733,676.98,634.549,1438.361,3303.209,532.495,7565.528,11770.862,16272.734,5000.268,994.051,1642.91,5962.661,11351.118,3183.538,1162.936,968.955,618.28,3208.723,5459.211,5715.153,4400.098,4413.071,499.695,530.035,6253.954,822.32,2327.046,9076.293,1039.698,1584.664,996.753,10734.926,4408.118,11399.806,26441.109,2672.652,3201.131,3694.826,2588.102,3972.523,3271.332,4184.302,4747.767,698.402,1906.831,17791.672,4715.296,2427.405,951.03,2829.684
1986,5902.678,669.512,638.269,1462.729,3342.758,544.268,7622.159,11782.752,16561.113,5023.068,990.224,1662.834,6084.666,11667.505,3308.262,1170.126,977.341,627.559,3237.45,5454.108,5811.7,4452.72,4486.957,495.633,534.066,6321.578,813.739,2331.984,9127.775,1051.762,1574.333,1025.053,10730.268,4406.919,11387.257,27102.237,2683.528,3223.74,3687.809,2593.597,3991.569,3252.735,4205.212,4755.618,696.034,1882.35,17833.419,4738.708,2432.619,980.613,2791.97
1987,5935.204,661.136,636.93,1478.52,3380.506,539.309,7670.742,11810.866,16621.791,5056.696,984.997,1678.119,6208.467,11997.283,3437.103,1184.574,989.604,636.947,3260.48,5473.012,5932.268,4531.901,4565.557,476.965,540.267,6403.7,805.063,2342.355,9187.481,1067.918,1566.547,1054.289,10760.09,4344.148,11391.178,27777.158,2700.991,3247.291,3683.329,2588.545,4015.264,3210.122,4235.136,4777.919,696.036,1857.585,17868.848,4782.927,2445.367,1023.376,2767.011
1988,5979.982,655.331,630.432,1490.337,3412.096,541.983,7712.333,11845.752,16667.022,5081.736,985.664,1689.372,6316.142,12306.395,3535.183,1203.84,996.408,647.622,3262.281,5491.735,6036.909,4639.893,4657.904,465.101,549.763,6480.594,800.202,2342.656,9217.998,1079.828,1571.477,1082.577,10798.552,4288.863,11390.183,28464.249,2741.297,3271.953,3679.999,2580.352,4023.844,3167.057,4296.166,4822.388,698.165,1830.215,17941.309,4822.437,2461.996,1075.022,2768.388
1989,6015.478,646.351,624.168,1503.901,3456.775,547.159,7726.089,11865.996,16806.735,5095.83,994.416,1705.864,6411.099,12637.715,3622.185,1219.961,1000.666,658.273,3275.818,5523.693,6120.246,4746.316,4727.301,458.374,557.707,6565.459,799.636,2346.358,9253.295,1094.588,1574.864,1104.522,10829.217,4252.894,11409.782,29218.164,2790.575,3283.403,3677.306,2574.269,4030.222,3150.307,4338.057,4856.574,696.701,1806.568,17983.086,4854.444,2472.849,1137.382,2770.592
1990,6018.664,637.364,603.814,1519.933,3499.064,553.12,7757.158,11895.604,17044.714,5126.37,1011.882,1729.722,6506.531,13018.365,3679.056,1231.296,1004.649,669.063,3303.862,5555.097,6213.526,4900.78,4797.431,453.401,564.526,6656.987,799.824,2354.343,9310.462,1112.703,1580.664,1111.831,10861.837,4219.179,11446.979,29950.111,2858.547,3289.056,3692.584,2577.426,4048.508,3147.105,4387.283,4902.265,696.667,1792.481,18002.855,4890.626,2480.683,1218.629,2779.769
1991,5998.652,634.199,593.239,1547.115,3559.47,569.273,7784.269,11943.16,17339.904,5157.77,1038.915,1771.941,6621.279,13289.497,3762.394,1235.439,1003.99,680.495,3367.567,5602.062,6283.853,5013.443,4856.176,457.739,567.141,6748.135,807.837,2370.666,9395.022,1131.412,1590.805,1107.055,10933.683,4240.95,11535.973,30414.114,2918.745,3288.64,3714.686,2591.23,4091.025,3166.471,4427.429,4952.675,701.445,1798.212,18029.532,4946.886,2495.209,1285.046,2791.227
1992,5993.474,635.427,584.183,1580.75,3600.576,587.073,7827.77,11980.819,17650.479,5193.686,1066.49,1821.498,6759.474,13504.775,3867.333,1235.748,1000.571,690.158,3459.995,5648.649,6383.315,5139.011,4902.545,463.491,570.115,6831.85,822.436,2394.098,9470.323,1149.926,1602.406,1112.766,11007.609,4270.849,11635.197,30875.92,2973.934,3274.997,3756.358,2610.193,4139.269,3204.174,4471.503,5004.636,708.698,1805.462,18082.032,5013.999,2526.042,1330.694,2806.923
1993,6010.884,637.229,576.358,1614.937,3634.507,596.993,7874.891,12022.128,17996.764,5237.757,1101.204,1875.993,6894.092,13713.593,3993.39,1238.256,997.852,699.475,3560.884,5701.965,6464.795,5247.704,4942.504,469.033,574.004,6947.412,839.876,2423.743,9529.24,1161.508,1612.149,1122.191,11070.385,4284.749,11725.984,31147.208,3034.49,3272.325,3792.288,2635.574,4193.114,3228.829,4521.709,5055.318,716.258,1816.179,18140.894,5085.666,2547.605,1380.197,2820.525
1994,6031.352,639.762,564.982,1653.329,3666.456,600.624,7918.796,12042.545,18338.319,5281.206,1135.459,1930.436,7045.9,13961.798,4147.561,1237.687,993.412,708.416,3653.91,5745.626,6536.771,5334.896,4985.411,474.982,578.9,7060.959,854.923,2450.605,9584.481,1173.903,1621.551,1133.054,11111.451,4306.5,11804.986,31317.179,3087.142,3268.346,3823.215,2663.45,4232.965,3246.119,4566.028,5095.504,723.038,1818.49,18156.652,5163.016,2569.118,1456.388,2829.422
1995,6062.335,641.548,551.273,1682.417,3699.943,601.345,7965.523,12044.78,18679.706,5324.61,1165.0,1976.774,7188.538,14185.403,4306.908,1237.438,989.203,718.265,3738.061,5791.819,6601.392,5431.024,5023.65,478.447,582.827,7185.403,868.522,2480.121,9659.871,1180.49,1635.142,1145.604,11155.493,4327.978,11884.935,31493.525,3141.421,3265.293,3855.248,2690.788,4262.731,3265.547,4605.445,5137.004,728.251,1820.56,18150.928,5241.168,2586.942,1525.777,2840.86
1996,6085.393,642.858,538.273,1706.151,3738.974,604.918,8009.624,12038.008,19006.24,5367.888,1187.706,2022.253,7332.225,14426.911,4432.308,1241.436,987.858,727.09,3812.716,5834.908,6665.491,5509.963,5057.142,480.085,586.352,7307.658,876.656,2504.858,9739.184,1184.434,1647.657,1160.768,11187.032,4338.763,11953.003,31780.829,3195.087,3267.03,3881.051,2709.925,4290.403,3289.634,4647.723,5173.828,730.699,1818.983,18143.805,5313.576,2598.266,1596.476,2848.473
1997,6115.476,640.945,528.752,1722.939,3790.066,608.846,8054.178,12015.888,19355.427,5407.113,1210.638,2065.397,7486.094,14683.35,4552.207,1245.215,986.966,735.024,3891.293,5872.37,6732.878,5604.105,5092.914,480.031,588.665,7428.672,878.706,2524.007,9785.45,1189.322,1656.042,1173.239,11212.498,4351.39,12011.509,32217.708,3243.254,3268.514,3907.816,2731.826,4320.281,3314.259,4687.726,5200.235,730.855,1815.588,18143.184,5378.433,2616.339,1675.581,2854.396
1998,6144.407,637.808,521.426,1733.535,3839.578,615.205,8095.542,12002.329,19712.389,5437.562,1230.923,2100.562,7636.522,14908.23,4667.277,1247.554,987.704,744.066,3968.967,5907.617,6789.225,5687.832,5130.072,480.045,590.579,7545.828,879.533,2538.202,9820.231,1190.472,1660.772,1185.823,11237.752,4362.758,12069.774,32682.794,3282.055,3272.563,3934.31,2751.335,4351.037,3339.478,4726.411,5222.124,730.789,1811.688,18159.175,5432.679,2638.667,1743.772,2861.025
1999,6175.169,633.666,519.0,1739.844,3885.736,619.5,8143.412,11994.016,20044.141,5468.338,1251.7,2129.836,7788.24,15111.244,4778.332,1253.04,990.819,753.538,4056.133,5942.901,6872.912,5756.361,5171.634,479.602,593.74,7650.789,882.779,2551.373,9863.775,1185.497,1666.028,1201.134,11256.654,4372.035,12128.37,33145.121,3316.154,3282.031,3960.825,2768.619,4369.862,3358.044,4775.508,5250.446,733.133,1806.928,18196.601,5483.535,2654.052,1809.253,2869.413
2000,6361.104,642.023,572.046,1821.204,4024.223,627.963,8430.621,12284.173,20944.499,5607.285,1299.43,2244.502,8227.303,16047.515,5160.586,1277.072,1050.268,786.373,4326.921,6091.866,7105.817,5910.512,5311.034,494.3,609.618,8081.614,903.773,2678.588,9952.45,1213.519,1713.82,1239.882,11363.543,4471.885,12434.161,33987.977,3429.708,3411.777,4049.021,2848.353,4452.173,3454.365,4933.692,5373.999,755.844,1807.021,19001.78,5703.719,2693.681,2018.741,2929.067
2001,6397.634,639.062,574.504,1831.69,4064.995,633.714,8492.671,12298.97,21319.622,5641.142,1319.962,2283.715,8377.038,16356.966,5273.477,1285.692,1057.142,795.699,4425.687,6127.76,7198.362,5985.722,5374.691,494.657,612.223,8210.122,906.961,2691.571,9991.12,1225.948,1719.836,1255.517,11387.404,4477.875,12488.445,34479.458,3467.937,3432.835,4068.132,2852.994,4467.634,3467.1,4982.796,5406.835,757.972,1801.481,19082.838,5750.789,2702.162,2098.399,2931.997
2002,6417.206,638.168,573.158,1855.309,4107.795,642.337,8552.643,12331.031,21690.325,5674.825,1340.372,2324.815,8508.256,16689.37,5396.255,1295.96,1065.995,806.169,4490.406,6155.967,7286.873,6052.349,5440.389,500.017,615.442,8326.201,911.667,2705.927,10015.71,1239.613,1728.292,1269.089,11407.889,4497.267,12525.556,34871.843,3513.424,3458.749,4089.875,2858.681,4480.089,3489.08,5018.935,5445.162,760.02,1805.414,19137.8,5795.918,2713.535,2173.791,2934.234
2003,6422.565,638.817,568.502,1877.574,4150.297,648.414,8601.402,12374.658,22030.931,5709.403,1363.38,2360.137,8622.793,17004.085,5510.364,1306.513,1071.342,818.003,4528.732,6196.638,7366.977,6104.115,5496.269,503.453,617.858,8422.501,919.63,2724.816,10041.152,1251.154,1738.643,1279.84,11434.788,4521.042,12556.006,35253.159,3547.376,3484.336,4117.17,2868.312,4503.491,3504.892,5053.572,5479.203,763.729,1812.295,19175.939,5847.812,2723.004,2248.85,2941.999
2004,6412.281,644.705,567.754,1903.808,4210.921,659.286,8634.561,12410.722,22394.023,5747.741,1391.802,2401.58,8769.252,17415.318,5652.404,1313.688,1074.579,830.803,4575.013,6233.007,7475.575,6178.645,5546.935,509.106,619.92,8553.152,930.009,2749.686,10055.315,1273.569,1749.37,1290.121,11452.251,4552.238,12589.773,35574.576,3569.463,3496.094,4146.101,2889.01,4530.729,3525.233,5087.713,5514.026,770.396,1816.438,19171.567,5910.809,2734.373,2346.222,2953.635
2005,6403.29,646.089,567.136,1932.274,4270.15,666.946,8651.974,12449.99,22778.123,5790.3,1428.241,2457.719,8925.922,17842.038,5839.077,1318.787,1067.916,845.15,4631.888,6278.616,7577.105,6257.305,5592.379,514.157,621.215,8705.407,940.102,2781.097,10051.137,1292.729,1761.497,1298.492,11463.32,4576.628,12609.903,35827.943,3613.202,3506.956,4182.742,2905.943,4569.805,3548.597,5119.598,5546.166,775.493,1820.492,19132.61,5991.057,2745.299,2432.143,2964.454
2006,6410.084,649.422,570.681,1962.137,4357.847,675.302,8661.679,12510.809,23359.58,5842.704,1468.669,2525.507,9155.813,18166.99,6029.141,1323.619,1063.096,859.268,4720.423,6332.669,7673.725,6370.753,5627.367,522.667,622.892,8917.27,952.692,2821.761,10036.081,1309.731,1772.693,1308.389,11481.213,4302.665,12643.955,36021.202,3670.883,3517.46,4219.239,2904.978,4628.981,3594.09,5163.555,5577.655,783.033,1827.912,19104.631,6088.766,2762.931,2522.658,2982.644
2007,6431.559,652.822,574.404,1990.07,4444.11,680.3,8677.885,12563.937,23831.983,5887.612,1505.105,2597.746,9349.988,18367.842,6167.681,1327.04,1057.315,871.749,4803.868,6379.599,7751.0,6461.587,5653.408,534.876,623.481,9118.037,964.706,2848.65,10001.284,1315.675,1783.44,1312.54,11500.468,4375.581,12695.866,36250.311,3722.417,3527.27,4256.672,2928.35,4672.84,3634.349,5207.203,5610.775,791.623,1834.052,19132.335,6175.727,2783.785,2601.072,2999.212
2008,6468.967,657.569,580.236,2010.662,4528.996,687.455,8711.09,12612.285,24309.039,5923.916,1534.32,2663.029,9504.843,18527.305,6280.362,1330.509,1055.003,883.874,4889.73,6424.806,7833.496,6562.231,5684.965,546.043,624.151,9309.449,976.415,2874.554,9946.889,1332.213,1796.378,1315.906,11515.391,4435.586,12747.038,36604.337,3768.748,3545.579,4289.878,2947.806,4718.206,3668.976,5247.018,5640.996,799.124,1840.31,19212.436,6247.411,2808.076,2653.63,3016.734
2009,6517.613,664.968,592.228,2036.802,4589.872,698.895,8755.602,12666.858,24801.761,5961.088,1554.439,2723.421,9620.846,18652.644,6343.154,1329.59,1053.646,891.73,4972.195,6459.325,7925.937,6667.426,5730.388,559.851,624.817,9449.566,983.982,2896.843,9901.591,1346.717,1812.683,1316.102,11528.896,4491.648,12796.778,36961.229,3808.6,3561.807,4317.074,2958.774,4757.938,3717.572,5281.203,5669.264,807.067,1847.775,19307.066,6306.019,2832.704,2684.665,3032.87
2010,6564.073,674.345,605.21,2064.95,4636.29,713.856,8803.58,12711.077,25245.717,5996.085,1570.639,2774.346,9714.464,18852.22,6411.999,1327.361,1053.078,899.731,5048.575,6490.308,8025.376,6741.911,5788.101,564.358,625.792,9559.488,990.575,2922.297,9876.498,1363.95,1829.865,1316.517,11540.07,4545.581,12840.097,37336.011,3837.083,3579.345,4349.838,2970.811,4785.822,3759.481,5310.418,5689.268,816.192,1854.176,19400.867,6356.628,2858.949,2703.493,3050.295
2011,6612.27,685.242,620.427,2078.407,4673.054,722.572,8842.614,12743.995,25657.477,6010.544,1583.78,2815.324,9813.201,19107.9,6472.867,1327.93,1052.02,907.829,5119.661,6516.56,8110.188,6822.112,5843.833,567.631,626.45,9651.502,997.661,2938.43,9875.736,1378.251,1842.232,1318.109,11544.757,4575.972,12858.725,37701.901,3867.644,3590.537,4370.038,2978.464,4801.695,3786.527,5348.036,5708.785,824.171,1854.982,19521.745,6398.389,2869.965,2718.586,3064.904
2012,6655.829,701.705,635.04,2084.594,4722.621,731.081,8876.0,12770.043,26094.422,6025.281,1595.59,2855.194,9919.0,19355.257,6556.236,1328.592,1052.637,916.881,5191.709,6537.632,8193.422,6896.325,5891.819,576.893,626.138,9748.181,1005.163,2949.3,9884.781,1392.766,1855.487,1321.297,11550.901,4604.744,12873.763,38062.78,3898.684,3594.362,4383.465,2986.137,4817.484,3817.059,5380.615,5724.888,834.504,1856.313,19607.14,6455.177,2885.966,2755.245,3075.935
2013,6708.874,723.857,649.111,2086.895,4771.929,737.259,8911.502,12781.296,26505.637,6044.917,1612.843,2902.787,9994.759,19600.311,6634.997,1328.702,1053.354,925.24,5272.086,6570.713,8270.345,6973.742,5938.737,583.223,626.855,9848.917,1014.864,2958.765,9898.193,1408.987,1868.969,1322.616,11572.005,4629.284,12890.552,38431.393,3928.068,3599.341,4399.583,2992.206,4833.996,3853.118,5422.06,5742.953,845.51,1853.595,19695.68,6497.269,2895.801,2791.494,3092.341
2014,6745.408,739.482,658.893,2085.572,4832.482,736.732,8938.175,12787.209,26956.958,6063.589,1634.464,2942.902,10097.343,19893.297,6731.484,1330.089,1055.173,935.614,5355.866,6596.855,8326.289,7061.53,5976.407,584.153,626.562,9943.964,1023.579,2966.369,9909.877,1419.561,1881.503,1326.813,11594.163,4649.676,12880.58,38802.5,3970.239,3596.677,4413.457,2994.079,4849.377,3878.051,5457.173,5757.564,853.175,1850.326,19746.227,6549.352,2904.021,2839.099,3107.126
2015,6794.422,756.927,672.228,2085.109,4896.146,738.432,8958.013,12802.503,27469.114,6083.672,1654.93,2995.919,10214.86,20271.272,6828.065,1329.328,1056.298,945.934,5456.574,6619.68,8382.993,7170.351,6006.401,586.107,626.042,10042.802,1032.949,2978.204,9922.576,1431.603,1896.19,1330.608,11613.423,4670.724,12859.995,39144.818,4028.977,3590.886,4425.092,2992.333,4858.979,3911.338,5489.594,5771.337,858.469,1844.128,19795.791,6600.299,2911.641,2890.845,3123.899
