Year,OR,MA,CT,NE,VT,MS,ID,IA,LA,MN,OH,MI,WA,AL,IL,AK,TN,CA,NY,SD,KY,WY,ME,WV,WI,DE,AZ,TX,NC,VA,KS,DC,HI,ND,NM,FL,NV,OK,MD,GA,MT,IN,NH,RI,UT,SC,NJ,AR,CO,PA,MO
2002,,,,97.14,,88.26,,88.3,70.17,,90.57,,,84.7,99.07,82.54,,87.18,,86.54,100.0,90.7,84.11,100.0,81.68,89.02,,95.44,85.35,,82.0,,68.65,,76.82,88.95,89.47,97.21,100.0,85.09,90.34,100.0,,76.88,82.03,,,100.0,,,97.37
2003,,,100.0,98.51,81.53,70.03,,87.39,84.49,77.44,95.66,90.88,,81.11,97.73,75.08,,88.35,,100.0,100.0,80.0,81.87,100.0,,94.95,88.89,96.26,83.94,,85.45,,70.99,100.0,96.3,89.74,,100.0,97.11,84.0,100.0,92.37,,70.4,84.99,,100.0,100.0,94.03,,100.0
2004,,,96.48,96.16,71.26,88.73,,92.61,85.76,79.76,98.38,88.61,,,98.09,72.22,,88.13,25.29,79.62,100.0,91.18,100.0,97.67,87.4,100.0,100.0,94.01,88.98,96.04,79.93,,73.79,81.08,80.49,86.21,72.39,100.0,95.34,85.02,72.07,95.53,,66.37,78.59,,99.6,92.88,90.34,,100.0
2005,,81.9,100.0,82.34,,65.02,,99.61,74.16,81.87,99.19,93.55,79.94,82.01,98.91,71.75,,84.4,75.15,93.53,,89.72,82.88,96.53,88.51,100.0,98.66,93.58,,94.02,84.97,,74.51,72.73,86.59,89.67,74.97,100.0,98.21,89.15,100.0,96.67,,62.95,,,98.21,100.0,85.73,,100.0
2006,,82.03,95.13,99.24,,78.42,97.06,86.22,79.79,81.28,94.06,93.37,85.62,74.54,99.65,72.28,,84.53,77.25,88.24,,75.73,,100.0,88.23,100.0,97.12,96.92,82.88,95.19,82.36,,74.16,86.25,82.57,87.47,,100.0,96.25,91.88,100.0,94.39,100.0,81.6,78.94,66.04,100.0,,87.07,,100.0
2007,,87.33,95.7,91.04,,83.94,91.67,89.33,86.11,84.86,92.8,91.09,80.21,81.85,99.18,74.87,,88.05,79.13,89.84,100.0,97.3,,100.0,93.75,,95.1,96.59,83.64,96.12,93.28,57.45,74.59,89.66,97.53,88.84,,100.0,98.23,91.09,100.0,100.0,94.03,69.95,72.22,,100.0,98.69,89.4,,100.0
2008,87.4,89.45,87.24,90.26,,75.84,96.84,92.65,91.44,88.1,95.46,93.29,84.33,87.11,91.65,63.98,,,84.25,91.49,100.0,94.21,100.0,100.0,96.4,90.75,97.48,99.41,93.48,97.42,90.84,84.55,74.63,93.18,94.04,90.28,,100.0,97.04,92.42,85.34,99.14,100.0,70.49,88.7,84.03,95.96,87.86,95.35,97.61,100.0
